,index,hours_from_admission_to_death_socialsecurity
1257,458.3,1
1258,5.666666666666667,1
1259,634.2,1
1260,267.03333333333336,1
1261,0.6333333333333333,1
1262,194.75,1
1263,195.0,1
1264,2665.116666666667,1
1265,4580.283333333334,1
1266,1504.9166666666667,1
1267,965.7333333333333,1
1268,196.0,1
1269,4400.966666666666,1
1270,3221.75,1
1271,472.45,1
1272,1475.3333333333333,1
1273,1470.8333333333333,1
1274,265.46666666666664,1
1275,1007.9833333333333,1
1276,630.95,1
1277,624.55,1
1278,1009.2666666666667,1
1279,7331.7,1
1280,170.36666666666667,1
1281,221.0,1
1282,943.2333333333333,1
1283,3025.883333333333,1
1284,3053.366666666667,1
1285,1552.0166666666667,1
1286,1581.0166666666667,1
1287,3529.0,1
1288,98.51666666666667,1
1289,2954.116666666667,1
1290,30.3,1
1291,959.9833333333333,1
1292,1299.9166666666667,1
1293,80.83333333333333,1
1294,3561.75,1
1295,292.71666666666664,1
1296,99.23333333333333,1
1297,1281.5833333333333,1
1298,1336.3333333333333,1
1299,2861.116666666667,1
1300,501.95,1
1301,2934.866666666667,1
1302,535.95,1
1303,180.36666666666667,1
1304,3360.0,1
1305,898.2333333333333,1
1306,86.66666666666667,1
1307,3369.25,1
1308,902.2666666666667,1
1309,537.55,1
1310,505.3,1
1311,181.38333333333333,1
1312,5097.216666666666,1
1313,1370.4166666666667,1
1314,177.36666666666667,1
1315,2870.133333333333,1
1316,1633.0166666666667,1
1317,4918.033333333334,1
1318,2866.5666666666666,1
