,index,bmi_discharge
4778,55.88,10
4779,55.14,10
4780,55.48,10
4781,56.09,10
4782,9.62,10
4783,57.11,10
4784,55.53,10
4785,54.67,10
4786,55.43,10
4787,57.12,10
4788,54.71,10
4789,55.08,10
4790,55.41,10
4791,59.08,9
4792,59.8,9
4793,58.12,9
4794,60.66,9
4795,61.82,9
4796,59.22,9
4797,59.14,9
4798,55.15,9
4799,58.08,9
4800,9.03,9
4801,58.02,9
4802,55.21,9
4803,60.49,9
4804,56.72,9
4805,59.05,9
4806,60.54,9
4807,60.53,9
4808,59.83,9
4809,58.29,9
4810,59.04,9
4811,58.21,9
4812,58.72,9
4813,56.29,9
4814,9.17,9
4815,58.75,9
4816,61.33,9
4817,9.16,9
4818,56.27,9
4819,61.4,9
4820,55.56,9
4821,56.41,9
4822,56.23,9
4823,56.42,9
4824,56.21,9
4825,54.62,9
4826,58.92,9
4827,61.41,9
4828,9.13,9
4829,55.31,9
4830,56.53,9
4831,56.16,9
4832,58.33,9
4833,9.24,9
4834,8.98,9
4835,9.1,9
4836,55.3,9
4837,9.26,9
4838,60.76,9
4839,60.36,9
4840,60.4,9
4841,53.45,9
4842,63.51,9
4843,56.94,9
4844,8.77,9
4845,61.89,9
4846,54.12,9
4847,57.48,9
4848,56.02,9
4849,57.46,9
4850,56.01,9
4851,57.01,9
4852,59.94,9
4853,57.03,9
4854,57.04,9
4855,9.51,9
4856,59.46,9
4857,59.92,9
4858,57.36,9
4859,59.7,9
4860,57.33,9
4861,62.34,9
4862,57.28,9
4863,62.76,9
4864,59.88,9
4865,57.1,9
4866,54.57,9
4867,57.2,9
4868,59.87,9
4869,57.65,9
4870,57.56,9
4871,56.83,9
4872,9.36,9
4873,57.87,9
4874,59.39,9
4875,60.32,9
4876,57.75,9
4877,64.85,9
4878,57.71,9
4879,57.85,9
4880,60.28,9
4881,9.33,9
4882,55.05,9
4883,55.86,9
4884,63.57,9
4885,9.34,9
4886,56.79,9
4887,57.69,9
4888,59.71,8
4889,59.06,8
4890,61.03,8
4891,66.13,8
4892,65.66,8
4893,59.25,8
4894,64.02,8
4895,59.26,8
4896,59.75,8
4897,56.1,8
4898,60.34,8
4899,60.46,8
4900,60.31,8
4901,56.18,8
4902,62.97,8
4903,65.17,8
4904,64.86,8
4905,66.94,8
4906,60.16,8
4907,60.77,8
4908,59.02,8
4909,60.14,8
4910,60.11,8
4911,55.84,8
4912,59.59,8
4913,9.15,8
4914,60.04,8
4915,9.11,8
4916,59.61,8
4917,60.93,8
4918,62.9,8
4919,60.97,8
4920,55.72,8
4921,59.19,8
4922,61.11,8
4923,57.14,8
4924,58.47,8
4925,8.93,8
4926,8.78,8
4927,55.29,8
4928,54.94,8
4929,62.62,8
4930,58.18,8
4931,54.06,8
4932,58.15,8
4933,56.99,8
4934,56.98,8
4935,56.97,8
4936,56.63,8
4937,55.26,8
4938,54.95,8
4939,8.95,8
4940,56.71,8
4941,57.51,8
4942,53.84,8
4943,58.05,8
4944,53.74,8
4945,58.03,8
4946,61.81,8
4947,57.99,8
4948,57.67,8
4949,57.98,8
4950,56.91,8
4951,55.13,8
4952,54.98,8
4953,57.9,8
4954,9.32,8
4955,57.76,8
4956,61.59,8
4957,54.92,8
4958,56.5,8
4959,61.42,8
4960,8.83,8
4961,54.73,8
4962,54.77,8
4963,57.08,8
4964,51.28,8
4965,58.49,8
4966,54.51,8
4967,62.99,8
4968,56.45,8
4969,56.47,8
4970,58.42,8
4971,56.4,8
4972,56.51,8
4973,56.34,8
4974,58.35,8
4975,61.36,8
4976,63.47,8
4977,61.45,8
4978,61.29,8
4979,61.27,8
4980,56.56,8
4981,61.13,8
4982,62.25,8
4983,60.27,7
4984,63.4,7
4985,62.36,7
4986,62.77,7
4987,63.53,7
4988,64.88,7
4989,69.89,7
4990,62.14,7
4991,60.2,7
4992,65.23,7
4993,60.17,7
4994,65.12,7
4995,60.05,7
4996,62.26,7
4997,66.23,7
4998,62.02,7
4999,72.09,7
5000,60.3,7
5001,62.98,7
5002,62.48,7
5003,64.83,7
5004,67.73,7
5005,60.79,7
5006,62.63,7
5007,67.95,7
5008,9.08,7
5009,60.88,7
5010,61.49,7
5011,61.43,7
5012,64.24,7
5013,61.01,7
5014,61.02,7
5015,61.38,7
5016,64.15,7
5017,61.04,7
5018,63.65,7
5019,63.82,7
5020,61.14,7
5021,61.6,7
5022,60.75,7
5023,60.73,7
5024,61.68,7
5025,60.35,7
5026,61.84,7
5027,9,7
5028,60.48,7
5029,62.55,7
5030,62.82,7
5031,63.94,7
5032,62.57,7
5033,61.62,7
5034,61.65,7
5035,64.81,7
5036,60.68,7
5037,64.63,7
5038,64.56,7
5039,9.6,7
5040,64.53,7
5041,61.69,7
5042,65.84,7
5043,54.66,7
5044,8.68,7
5045,58.39,7
5046,8.65,7
5047,50.88,7
5048,56.28,7
5049,58.28,7
5050,53.6,7
5051,53.79,7
5052,58.26,7
5053,58.25,7
5054,58.13,7
5055,8.87,7
5056,54.33,7
5057,56,7
5058,59.27,7
5059,55.99,7
5060,54.78,7
5061,65.83,7
5062,55.82,7
5063,55.03,7
5064,57.88,7
5065,8.89,7
5066,58.04,7
5067,58,7
5068,55.37,7
5069,57.92,7
5070,55.63,7
5071,55.67,7
5072,58.41,7
5073,58.67,7
5074,59.49,7
5075,58.99,7
5076,59.54,7
5077,57.07,7
5078,59.53,7
5079,58.8,7
5080,8.86,7
5081,59.6,7
5082,58.76,7
5083,58.71,7
5084,58.68,7
5085,57.7,7
5086,56.84,7
5087,59.36,7
5088,59.03,7
5089,56.65,7
5090,58.54,7
5091,56.6,7
5092,58.62,7
5093,8.6,7
5094,56.57,7
5095,56.48,7
5096,62.17,6
5097,62.29,6
5098,61.93,6
5099,57.49,6
5100,61.94,6
5101,57.81,6
5102,62.01,6
5103,57.66,6
5104,62.18,6
5105,57.74,6
5106,56.8,6
5107,57.96,6
5108,61.87,6
5109,58.98,6
5110,60.95,6
5111,58.91,6
5112,58.9,6
5113,58.87,6
5114,61.06,6
5115,61.07,6
5116,58.74,6
5117,58.66,6
5118,61.15,6
5119,61.2,6
5120,9.18,6
5121,61.28,6
5122,61.32,6
5123,61.34,6
5124,61.35,6
5125,58.61,6
5126,58.45,6
5127,58.44,6
5128,58.32,6
5129,58.31,6
5130,58.22,6
5131,61.66,6
5132,8.92,6
5133,57.27,6
5134,8.91,6
5135,61.74,6
5136,61.76,6
5137,61.79,6
5138,62.31,6
5139,56.73,6
5140,57.24,6
5141,68.32,6
5142,67.61,6
5143,67.77,6
5144,67.86,6
5145,68.11,6
5146,68.23,6
5147,64.23,6
5148,68.59,6
5149,53.54,6
5150,68.66,6
5151,8.63,6
5152,63.76,6
5153,63.74,6
5154,63.71,6
5155,52.99,6
5156,67.46,6
5157,64.5,6
5158,64.57,6
5159,67.11,6
5160,64.87,6
5161,67,6
5162,65.05,6
5163,65.21,6
5164,65.3,6
5165,66.56,6
5166,65.37,6
5167,66.43,6
5168,66.4,6
5169,65.53,6
5170,65.62,6
5171,65.69,6
5172,65.94,6
5173,63.59,6
5174,54.01,6
5175,57.13,6
5176,56.59,6
5177,55.77,6
5178,8.75,6
5179,56.22,6
5180,62.69,6
5181,56.32,6
5182,56.36,6
5183,56.74,6
5184,54.16,6
5185,56.78,6
5186,62.46,6
5187,62.42,6
5188,56.96,6
5189,8.8,6
5190,8.81,6
5191,55.7,6
5192,69.74,6
5193,55.69,6
5194,62.95,6
5195,55.59,6
5196,55.49,6
5197,55.22,6
5198,55.19,6
5199,55.18,6
5200,63.06,6
5201,63.07,6
5202,54.99,6
5203,54.85,6
5204,54.59,6
5205,63.48,6
5206,63.5,6
5207,69.14,6
5208,60.85,6
5209,61.31,6
5210,60.22,6
5211,60.29,6
5212,59.18,6
5213,59.32,6
5214,60.39,6
5215,60.61,6
5216,60.57,6
5217,60.45,6
5218,59.33,6
5219,59.13,6
5220,60.67,6
5221,60.06,6
5222,59.11,6
5223,60.56,6
5224,59.09,6
5225,59.4,6
5226,60.72,6
5227,59.73,6
5228,72.52,6
5229,59.48,6
5230,59.45,6
5231,60.23,6
5232,59.76,6
5233,59.47,6
5234,59.3,6
5235,59.78,6
5236,59.24,6
5237,69.19,5
5238,54.7,5
5239,63.43,5
5240,8.73,5
5241,54.4,5
5242,71.39,5
5243,62.7,5
5244,62.85,5
5245,63.01,5
5246,62.89,5
5247,72.45,5
5248,63.1,5
5249,63.11,5
5250,63.2,5
5251,70.97,5
5252,63.21,5
5253,8.69,5
5254,72.23,5
5255,63.28,5
5256,63.32,5
5257,62.67,5
5258,56.86,5
5259,62.61,5
5260,56.67,5
5261,57.62,5
5262,62.19,5
5263,57.55,5
5264,62.21,5
5265,62.22,5
5266,57.45,5
5267,57.42,5
5268,57.4,5
5269,57.37,5
5270,57.35,5
5271,60.13,5
5272,69.97,5
5273,57.29,5
5274,60.12,5
5275,62.39,5
5276,60.09,5
5277,60.07,5
5278,8.79,5
5279,56.89,5
5280,56.87,5
5281,62.45,5
5282,60.02,5
5283,70.59,5
5284,62.51,5
5285,56.75,5
5286,63.45,5
5287,9.06,5
5288,72.91,5
5289,66.75,5
5290,75.96,5
5291,59.95,5
5292,8.33,5
5293,64.9,5
5294,67.02,5
5295,59.68,5
5296,66.98,5
5297,64.98,5
5298,66.92,5
5299,66.9,5
5300,65.09,5
5301,8.5,5
5302,66.8,5
5303,65.19,5
5304,64.69,5
5305,66.72,5
5306,65.24,5
5307,65.27,5
5308,66.45,5
5309,66.22,5
5310,66.17,5
5311,66.1,5
5312,65.56,5
5313,66.05,5
5314,66.03,5
5315,65.97,5
5316,59.79,5
5317,65.73,5
5318,67.13,5
5319,64.64,5
5320,63.63,5
5321,68.28,5
5322,8.03,5
5323,63.77,5
5324,68.97,5
5325,8.62,5
5326,63.86,5
5327,63.91,5
5328,63.93,5
5329,68.6,5
5330,63.99,5
5331,64.01,5
5332,64.08,5
5333,64.14,5
5334,64.16,5
5335,64.21,5
5336,67.4,5
5337,64.27,5
5338,68.06,5
5339,64.37,5
5340,64.38,5
5341,64.39,5
5342,67.96,5
5343,64.44,5
5344,67.47,5
5345,59.99,5
5346,59.64,5
5347,64.52,5
5348,59.65,5
5349,64.58,5
5350,8.1,5
5351,69.33,5
5352,61.39,5
5353,57.97,5
5354,61.53,5
5355,7.8,5
5356,61.56,5
5357,8.97,5
5358,61.61,5
5359,58.17,5
5360,60.44,5
5361,60.43,5
5362,61.67,5
5363,58.06,5
5364,61.73,5
5365,7.74,5
5366,60.38,5
5367,60.37,5
5368,59.34,5
5369,61.5,5
5370,61.47,5
5371,61.46,5
5372,61.05,5
5373,60.84,5
5374,60.87,5
5375,60.89,5
5376,60.91,5
5377,60.99,5
5378,9.05,5
5379,9.04,5
5380,70.1,5
5381,59.17,5
5382,9.02,5
5383,61.24,5
5384,60.58,5
5385,8.47,5
5386,9.2,5
5387,8.88,5
5388,59.81,5
5389,59.42,5
5390,57.83,5
5391,62.06,5
5392,61.97,5
5393,60.33,5
5394,7.14,5
5395,61.9,5
5396,61.92,5
5397,61.3,4
5398,58.63,4
5399,64.43,4
5400,64.4,4
5401,64.41,4
5402,61.25,4
5403,8.2,4
5404,64.34,4
5405,67.76,4
5406,8.56,4
5407,68.09,4
5408,8.59,4
5409,64.32,4
5410,67.49,4
5411,61.23,4
5412,64.48,4
5413,61.22,4
5414,64.51,4
5415,61.19,4
5416,67.44,4
5417,64.55,4
5418,8.25,4
5419,70.02,4
5420,61.17,4
5421,64.59,4
5422,64.6,4
5423,64.62,4
5424,57.82,4
5425,64.31,4
5426,60.6,4
5427,57.72,4
5428,8.02,4
5429,76.55,4
5430,68.95,4
5431,7.92,4
5432,68.87,4
5433,60.18,4
5434,63.88,4
5435,63.9,4
5436,60.51,4
5437,74.25,4
5438,7.95,4
5439,8.11,4
5440,58.55,4
5441,68.44,4
5442,74.67,4
5443,68.42,4
5444,58.56,4
5445,64.06,4
5446,64.07,4
5447,61.37,4
5448,68.35,4
5449,64.12,4
5450,68.29,4
5451,59.23,4
5452,59.56,4
5453,76.99,4
5454,64.18,4
5455,60.55,4
5456,8.54,4
5457,67.33,4
5458,67.38,4
5459,66.6,4
5460,59.89,4
5461,66.53,4
5462,65.4,4
5463,66.47,4
5464,62.12,4
5465,66.44,4
5466,59.77,4
5467,66.31,4
5468,66.3,4
5469,8.49,4
5470,65.47,4
5471,57.73,4
5472,66.18,4
5473,65.52,4
5474,60.86,4
5475,65.57,4
5476,65.58,4
5477,62.09,4
5478,66.04,4
5479,75.65,4
5480,78.1,4
5481,65.65,4
5482,65.67,4
5483,65.68,4
5484,59,4
5485,60.81,4
5486,65.74,4
5487,65.89,4
5488,65.85,4
5489,59.9,4
5490,66.61,4
5491,63.67,4
5492,65.33,4
5493,64.7,4
5494,67.3,4
5495,67.29,4
5496,70.48,4
5497,67.06,4
5498,8.31,4
5499,60.65,4
5500,59.12,4
5501,62.16,4
5502,66.99,4
5503,58.84,4
5504,62.15,4
5505,58.93,4
5506,65.02,4
5507,65.04,4
5508,58.94,4
5509,65.1,4
5510,65.11,4
5511,57.77,4
5512,65.13,4
5513,60.98,4
5514,58.95,4
5515,60.96,4
5516,66.73,4
5517,58.96,4
5518,65.26,4
5519,65.28,4
5520,65.29,4
5521,66.65,4
5522,63.69,4
5523,62.07,4
5524,62.68,4
5525,58.27,4
5526,63.12,4
5527,69.26,4
5528,71.02,4
5529,71.56,4
5530,70.86,4
5531,57.31,4
5532,63.08,4
5533,59.62,4
5534,6.54,4
5535,63.46,4
5536,69.23,4
5537,54.46,4
5538,59.31,4
5539,62.6,4
5540,57.86,4
5541,63.41,4
5542,63.05,4
5543,62.58,4
5544,69.32,4
5545,63.35,4
5546,63.13,4
5547,62.86,4
5548,58.09,4
5549,61.57,4
5550,69.39,4
5551,61.91,4
5552,8.7,4
5553,69.48,4
5554,56.03,4
5555,63.17,4
5556,8.76,4
5557,71.23,4
5558,63.27,4
5559,61.55,4
5560,59.55,4
5561,69.37,4
5562,72.44,4
5563,70.51,4
5564,71.07,4
5565,61.98,4
5566,69.17,4
5567,70.68,4
5568,73.02,4
5569,60.1,4
5570,72.03,4
5571,73.32,4
5572,8.84,4
5573,61.71,4
5574,70.55,4
5575,63.61,4
5576,9.29,4
5577,7.35,4
5578,71.7,4
5579,69.72,4
5580,58.34,4
5581,7.62,4
5582,57,4
5583,8.66,4
5584,63.54,4
5585,62.91,4
5586,72.95,4
5587,7.83,4
5588,62.88,4
5589,61.72,4
5590,60,4
5591,62.53,4
5592,54.29,4
5593,69.15,4
5594,71.49,3
5595,67.04,3
5596,71.76,3
5597,66.78,3
5598,80.28,3
5599,80.33,3
5600,66.77,3
5601,71.45,3
5602,84.32,3
5603,66.87,3
5604,71.73,3
5605,66.88,3
5606,69.76,3
5607,71.53,3
5608,66.81,3
5609,66.97,3
5610,7.78,3
5611,8.51,3
5612,76.18,3
5613,78.55,3
5614,66.89,3
5615,71.66,3
5616,66.86,3
5617,8.36,3
5618,73.96,3
5619,71.42,3
5620,8.48,3
5621,78.12,3
5622,66.14,3
5623,70.6,3
5624,8.41,3
5625,81.05,3
5626,76.4,3
5627,75.78,3
5628,69.92,3
5629,8.44,3
5630,66.26,3
5631,2.71,3
5632,65.99,3
5633,69.88,3
5634,76.02,3
5635,80.88,3
5636,79.56,3
5637,65.92,3
5638,65.9,3
5639,70.7,3
5640,66.36,3
5641,75.82,3
5642,66.66,3
5643,77.03,3
5644,8.38,3
5645,79.88,3
5646,66.71,3
5647,71.28,3
5648,80.71,3
5649,71.27,3
5650,77.11,3
5651,71.15,3
5652,66.38,3
5653,71.84,3
5654,66.55,3
5655,69.96,3
5656,70.42,3
5657,70.85,3
5658,77.33,3
5659,66.42,3
5660,70.74,3
5661,71.78,3
5662,67.35,3
5663,8.3,3
5664,69.34,3
5665,72.8,3
5666,74.38,3
5667,68.4,3
5668,68.37,3
5669,68.36,3
5670,72.63,3
5671,70.14,3
5672,74.41,3
5673,68.3,3
5674,69.21,3
5675,76.71,3
5676,8.15,3
5677,74.61,3
5678,8.16,3
5679,68.27,3
5680,74.64,3
5681,72.48,3
5682,68.15,3
5683,68.13,3
5684,70.19,3
5685,69.3,3
5686,68.46,3
5687,68.47,3
5688,68.57,3
5689,8.05,3
5690,8.64,3
5691,74.07,3
5692,73.87,3
5693,68.99,3
5694,85.23,3
5695,76.54,3
5696,74.21,3
5697,76.06,3
5698,73.77,3
5699,74.22,3
5700,74.27,3
5701,8.07,3
5702,78.93,3
5703,69.08,3
5704,73.53,3
5705,68.85,3
5706,73.51,3
5707,68.68,3
5708,73.24,3
5709,73.05,3
5710,80.9,3
5711,78.75,3
5712,71.89,3
5713,68.01,3
5714,69.59,3
5715,70.31,3
5716,8.72,3
5717,70.04,3
5718,69.04,3
5719,67.34,3
5720,69.61,3
5721,70.45,3
5722,69.62,3
5723,67.31,3
5724,71.96,3
5725,67.27,3
5726,67.24,3
5727,67.23,3
5728,67.22,3
5729,67.17,3
5730,70.5,3
5731,71.91,3
5732,8.53,3
5733,67.08,3
5734,8.52,3
5735,69.52,3
5736,8.55,3
5737,69.49,3
5738,67.8,3
5739,67.98,3
5740,67.93,3
5741,67.89,3
5742,67.87,3
5743,75.24,3
5744,67.85,3
5745,67.84,3
5746,67.82,3
5747,67.81,3
5748,67.78,3
5749,7.99,3
5750,75.27,3
5751,72.42,3
5752,67.72,3
5753,67.64,3
5754,75.33,3
5755,67.54,3
5756,72.16,3
5757,67.5,3
5758,89.7,3
5759,7.48,3
5760,8.46,3
5761,63.03,3
5762,63.96,3
5763,64.91,3
5764,58.64,3
5765,64.8,3
5766,55.9,3
5767,59.84,3
5768,63.92,3
5769,99.59,3
5770,64.75,3
5771,64.92,3
5772,60.01,3
5773,64.73,3
5774,64.72,3
5775,64.71,3
5776,64.68,3
5777,64.67,3
5778,64.66,3
5779,61.88,3
5780,58.77,3
5781,63.81,3
5782,62.08,3
5783,63.84,3
5784,6.83,3
5785,63.85,3
5786,62.24,3
5787,63.87,3
5788,62.2,3
5789,65.14,3
5790,58.85,3
5791,61.95,3
5792,65.06,3
5793,62.05,3
5794,62.04,3
5795,61.99,3
5796,59.21,3
5797,64.95,3
5798,64.94,3
5799,58.52,3
5800,64.61,3
5801,60.15,3
5802,60.92,3
5803,58.5,3
5804,58.3,3
5805,60.71,3
5806,64.28,3
5807,61.64,3
5808,58.23,3
5809,60.9,3
5810,61.58,3
5811,60.19,3
5812,6.38,3
5813,61.51,3
5814,61.09,3
5815,61.1,3
5816,61.16,3
5817,61.18,3
5818,64.35,3
5819,60.62,3
5820,63.02,3
5821,60.5,3
5822,60.47,3
5823,64.54,3
5824,64.49,3
5825,60.21,3
5826,63.98,3
5827,64.45,3
5828,60.26,3
5829,64.42,3
5830,64.03,3
5831,64.04,3
5832,64.09,3
5833,61.83,3
5834,64.11,3
5835,64.25,3
5836,64.26,3
5837,61.75,3
5838,62.32,3
5839,58.82,3
5840,63.8,3
5841,62.81,3
5842,63.16,3
5843,63.55,3
5844,59.82,3
5845,63.18,3
5846,59.69,3
5847,63.49,3
5848,62.87,3
5849,63.42,3
5850,62.84,3
5851,62.83,3
5852,65.61,3
5853,65.6,3
5854,59.01,3
5855,63.24,3
5856,63.56,3
5857,62.44,3
5858,65.44,3
5859,62.52,3
5860,62.75,3
5861,62.59,3
5862,58.97,3
5863,65.81,3
5864,59.58,3
5865,63.36,3
5866,63.34,3
5867,63.33,3
5868,62.66,3
5869,59.66,3
5870,65.42,3
5871,65.64,3
5872,62.94,3
5873,65.78,3
5874,62.33,3
5875,62.38,3
5876,65.35,3
5877,63.73,3
5878,65.8,3
5879,59.35,3
5880,63.72,3
5881,65.38,3
5882,63.04,3
5883,63.68,3
5884,63.7,3
5885,65.76,3
5886,63.58,3
5887,62.96,3
5888,63.6,3
5889,63.62,3
5890,62.74,2
5891,7.54,2
5892,73.03,2
5893,69.7,2
5894,7.77,2
5895,7.6,2
5896,189.05,2
5897,81.63,2
5898,7.88,2
5899,7.89,2
5900,62.72,2
5901,62.78,2
5902,7.66,2
5903,69.67,2
5904,61.78,2
5905,7.75,2
5906,81.6,2
5907,69.65,2
5908,61.48,2
5909,61.77,2
5910,7.76,2
5911,7.7,2
5912,77.4,2
5913,86.09,2
5914,5858.91,2
5915,61.8,2
5916,77.44,2
5917,81.54,2
5918,62.8,2
5919,6.35,2
5920,81.4,2
5921,59.93,2
5922,81.09,2
5923,77.65,2
5924,6.34,2
5925,81.14,2
5926,77.71,2
5927,86.11,2
5928,75.4,2
5929,3272.19,2
5930,61.96,2
5931,75.41,2
5932,73.31,2
5933,86.15,2
5934,73.39,2
5935,62.03,2
5936,69.93,2
5937,75.42,2
5938,7.1,2
5939,62.1,2
5940,62.11,2
5941,73.29,2
5942,81.04,2
5943,62.28,2
5944,62.3,2
5945,73.21,2
5946,73.36,2
5947,69.84,2
5948,77.57,2
5949,7.51,2
5950,81.44,2
5951,62.64,2
5952,61.85,2
5953,69.99,2
5954,7.44,2
5955,73.38,2
5956,62.54,2
5957,73.1,2
5958,62.49,2
5959,80.84,2
5960,81.36,2
5961,75.5,2
5962,73.13,2
5963,73.37,2
5964,78.02,2
5965,77.49,2
5966,77.52,2
5967,73.16,2
5968,73.18,2
5969,74.43,2
5970,75.62,2
5971,63.26,2
5972,77.37,2
5973,76.28,2
5974,76.37,2
5975,71.38,2
5976,71.4,2
5977,76.35,2
5978,83.33,2
5979,76.32,2
5980,72.5,2
5981,71.48,2
5982,72.72,2
5983,6.76,2
5984,71.5,2
5985,83.25,2
5986,72.47,2
5987,71.54,2
5988,82.39,2
5989,71.57,2
5990,76.39,2
5991,88.29,2
5992,88.34,2
5993,82.23,2
5994,88.66,2
5995,88.65,2
5996,71.21,2
5997,71.22,2
5998,71.24,2
5999,71.26,2
6000,72.68,2
6001,71.3,2
6002,59.28,2
6003,71.33,2
6004,59.29,2
6005,82.08,2
6006,88.47,2
6007,72.64,2
6008,2.16,2
6009,83.08,2
6010,87.88,2
6011,71.63,2
6012,71.93,2
6013,75.88,2
6014,75.87,2
6015,82.66,2
6016,71.99,2
6017,82.91,2
6018,75.81,2
6019,82.9,2
6020,72.27,2
6021,72.05,2
6022,82.88,2
6023,72.1,2
6024,6.5,2
6025,135.04,2
6026,82.82,2
6027,72.17,2
6028,71.95,2
6029,82.61,2
6030,71.65,2
6031,71.9,2
6032,76.17,2
6033,76.15,2
6034,71.72,2
6035,83.05,2
6036,82.47,2
6037,82.49,2
6038,59.51,2
6039,87.78,2
6040,87.71,2
6041,71.83,2
6042,72.37,2
6043,82.54,2
6044,71.86,2
6045,82.97,2
6046,6.61,2
6047,6.89,2
6048,71.1,2
6049,59.85,2
6050,72.9,2
6051,89.99,2
6052,89.98,2
6053,72.92,2
6054,77.2,2
6055,6.39,2
6056,70.22,2
6057,89.79,2
6058,77.16,2
6059,88.77,2
6060,89.73,2
6061,72.89,2
6062,75.71,2
6063,75.72,2
6064,84.11,2
6065,70.34,2
6066,70.35,2
6067,77.24,2
6068,70.11,2
6069,84.13,2
6070,60.64,2
6071,75.67,2
6072,7.96,2
6073,61.26,2
6074,61.21,2
6075,70,2
6076,70.01,2
6077,70.03,2
6078,72.98,2
6079,72.96,2
6080,77.27,2
6081,60.83,2
6082,60.82,2
6083,60.8,2
6084,60.78,2
6085,70.05,2
6086,89.57,2
6087,70.37,2
6088,86.67,2
6089,83.82,2
6090,76.8,2
6091,70.83,2
6092,70.84,2
6093,83.81,2
6094,70.87,2
6095,70.88,2
6096,70.89,2
6097,2.64,2
6098,6.92,2
6099,70.99,2
6100,71.01,2
6101,71.05,2
6102,88.79,2
6103,81.91,2
6104,71.08,2
6105,70.8,2
6106,70.76,2
6107,60.42,2
6108,70.75,2
6109,70.47,2
6110,59.2,2
6111,70.52,2
6112,70.53,2
6113,60.03,2
6114,70.56,2
6115,70.58,2
6116,106.43,2
6117,86.86,2
6118,76.93,2
6119,2.87,2
6120,6.97,2
6121,70.69,2
6122,70.73,2
6123,6.95,2
6124,70.09,2
6125,72.22,2
6126,69.63,2
6127,79.9,2
6128,4.96,2
6129,64.82,2
6130,74.75,2
6131,74.77,2
6132,64.79,2
6133,67.14,2
6134,64.78,2
6135,66.74,2
6136,55.92,2
6137,79.84,2
6138,64.76,2
6139,74.84,2
6140,67.28,2
6141,79.74,2
6142,64.84,2
6143,67.05,2
6144,67.03,2
6145,54.54,2
6146,64.96,2
6147,66.96,2
6148,66.95,2
6149,64.97,2
6150,66.91,2
6151,65,2
6152,8,2
6153,65.03,2
6154,65.07,2
6155,74.7,2
6156,66.84,2
6157,5.87,2
6158,65.08,2
6159,79.71,2
6160,67.37,2
6161,64.65,2
6162,63.09,2
6163,67.75,2
6164,74.05,2
6165,74.99,2
6166,85.32,2
6167,67.7,2
6168,74.93,2
6169,67.68,2
6170,67.67,2
6171,67.66,2
6172,67.65,2
6173,74.13,2
6174,74.15,2
6175,74.16,2
6176,74.18,2
6177,79.52,2
6178,67.39,2
6179,79.54,2
6180,56.95,2
6181,85.22,2
6182,67.6,2
6183,67.59,2
6184,67.58,2
6185,67.57,2
6186,67.55,2
6187,67.53,2
6188,79.64,2
6189,79.68,2
6190,64.47,2
6191,67.43,2
6192,67.41,2
6193,65.15,2
6194,5.82,2
6195,67.79,2
6196,74.52,2
6197,66.08,2
6198,66.09,2
6199,65.55,2
6200,74.39,2
6201,66.12,2
6202,65.51,2
6203,65.5,2
6204,65.25,2
6205,74.33,2
6206,74.32,2
6207,74.31,2
6208,66.21,2
6209,8.32,2
6210,5.24,2
6211,92.02,2
6212,66.06,2
6213,65.63,2
6214,8.4,2
6215,66.01,2
6216,65.7,2
6217,65.98,2
6218,74.4,2
6219,65.96,2
6220,92.12,2
6221,74.47,2
6222,65.93,2
6223,65.75,2
6224,8.43,2
6225,.09,2
6226,8.45,2
6227,65.79,2
6228,66.25,2
6229,65.45,2
6230,66.27,2
6231,66.52,2
6232,5.74,2
6233,8.09,2
6234,66.68,2
6235,66.67,2
6236,65.31,2
6237,74.66,2
6238,66.63,2
6239,92.91,2
6240,8.61,2
6241,66.58,2
6242,84.66,2
6243,65.36,2
6244,96.89,2
6245,4921.49,2
6246,74.19,2
6247,74.53,2
6248,8.17,2
6249,8.58,2
6250,1.64,2
6251,8.22,2
6252,8.23,2
6253,74.6,2
6254,8.26,2
6255,74.58,2
6256,74.55,2
6257,66.34,2
6258,66.33,2
6259,66.32,2
6260,65.43,2
6261,66.29,2
6262,74.02,2
6263,79.5,2
6264,68.64,2
6265,68.52,2
6266,63.66,2
6267,80.12,2
6268,80.53,2
6269,63.95,2
6270,73.64,2
6271,63.97,2
6272,68.56,2
6273,69.1,2
6274,69.12,2
6275,63.52,2
6276,63.44,2
6277,68.55,2
6278,75.35,2
6279,73.99,2
6280,68.5,2
6281,69.2,2
6282,73.47,2
6283,78.3,2
6284,73.69,2
6285,73.46,2
6286,73.45,2
6287,6385.08,2
6288,79.02,2
6289,64,2
6290,78.26,2
6291,68.38,2
6292,68.62,2
6293,73.62,2
6294,64.1,2
6295,80.35,2
6296,78.49,2
6297,80.48,2
6298,78.56,2
6299,68.77,2
6300,78.45,2
6301,75.32,2
6302,75.31,2
6303,78.43,2
6304,68.74,2
6305,80.39,2
6306,80.36,2
6307,68.88,2
6308,68.89,2
6309,73.6,2
6310,73.58,2
6311,63.83,2
6312,97.42,2
6313,78.76,2
6314,80.19,2
6315,78.81,2
6316,68.96,2
6317,63.78,2
6318,95.12,2
6319,63.75,2
6320,69.02,2
6321,69.03,2
6322,79.06,2
6323,79.04,2
6324,80.7,2
6325,57.84,2
6326,75.21,2
6327,68.03,2
6328,68.02,2
6329,75.19,2
6330,73.84,2
6331,67.99,2
6332,101.22,2
6333,69.45,2
