,index,temperature_admit
297,87.0,2
298,97.5199966430664,2
299,9.0,2
300,86.0999984741211,2
301,98.95999908447266,2
302,84.5,2
303,129.1999969482422,1
304,8.0,1
305,146.10000610351562,1
306,7.900000095367432,1
307,82.5999984741211,1
308,8.100000381469727,1
309,122.0,1
310,7.599999904632568,1
311,120.19999694824219,1
312,120.0999984741211,1
313,7.300000190734863,1
314,116.4000015258789,1
315,146.3000030517578,1
316,125.5999984741211,1
317,39.0,1
318,38.900001525878906,1
319,7.099999904632568,1
320,39.099998474121094,1
321,131.89999389648438,1
322,39.29999923706055,1
323,134.1999969482422,1
324,42.099998474121094,1
325,134.60000610351562,1
326,43.0,1
327,135.89999389648438,1
328,43.70000076293945,1
329,137.8000030517578,1
330,44.20000076293945,1
331,44.400001525878906,1
332,44.599998474121094,1
333,115.9000015258789,1
334,149.0,1
335,109.4000015258789,1
336,106.5999984741211,1
337,145.60000610351562,1
338,32.29999923706055,1
339,32.400001525878906,1
340,98.23999786376953,1
341,98.41999816894531,1
342,33.599998474121094,1
343,98.77999877929688,1
344,33.900001525878906,1
345,34.0,1
346,34.599998474121094,1
347,34.900001525878906,1
348,99.31999969482422,1
349,95.54000091552734,1
350,106.4000015258789,1
351,106.69999694824219,1
352,109.19999694824219,1
353,107.0,1
354,209.5,1
355,108.0,1
356,208.60000610351562,1
357,206.60000610351562,1
358,0.699999988079071,1
359,10.600000381469727,1
360,6.800000190734863,1
361,108.9000015258789,1
362,9.5,1
363,109.0,1
364,149.6999969482422,1
365,149.5,1
366,45.099998474121094,1
367,45.0,1
368,47.29999923706055,1
369,46.20000076293945,1
370,76.0,1
371,77.19999694824219,1
372,88.0999984741211,1
373,76.5999984741211,1
374,76.5,1
375,76.30000305175781,1
376,76.0999984741211,1
377,75.5999984741211,1
378,73.0,1
379,145.89999389648438,1
380,75.0999984741211,1
381,74.5,1
382,74.30000305175781,1
383,74.0,1
384,73.80000305175781,1
385,78.0999984741211,1
386,86.80000305175781,1
387,86.30000305175781,1
388,85.69999694824219,1
389,85.0,1
390,79.30000305175781,1
391,79.4000015258789,1
392,83.80000305175781,1
393,83.5999984741211,1
394,83.5,1
395,83.19999694824219,1
396,80.19999694824219,1
397,97.16000366210938,1
398,81.0,1
399,83.0999984741211,1
400,81.5,1
401,82.9000015258789,1
402,73.4000015258789,1
403,145.8000030517578,1
404,139.5,1
405,52.29999923706055,1
406,61.0,1
407,143.60000610351562,1
408,59.0,1
409,57.0,1
410,56.29999923706055,1
411,56.0,1
412,50.0,1
413,70.9000015258789,1
414,49.599998474121094,1
415,49.400001525878906,1
416,48.70000076293945,1
417,140.0,1
418,139.8000030517578,1
419,82.4000015258789,1
420,61.900001525878906,1
421,62.0,1
422,63.29999923706055,1
423,63.70000076293945,1
424,66.0999984741211,1
425,66.19999694824219,1
426,66.5,1
427,145.39999389648438,1
428,67.4000015258789,1
429,9.100000381469727,1
430,69.0,1
431,88.80000305175781,1
432,69.5999984741211,1
433,69.80000305175781,1
434,88.5999984741211,1
435,70.0,1
436,70.5,1
437,80.4000015258789,1
