,index,hours_from_admission_to_death_epic
954,242.5,4
955,146.66666666666666,4
956,177.65,4
957,127.8,4
958,937.6666666666666,4
959,199.9,4
960,441.56666666666666,4
961,4847.983333333334,4
962,604.3,4
963,297.5,4
964,156.75,4
965,359.2,4
966,178.9,4
967,627.25,4
968,9.6,4
969,633.7,4
970,395.31666666666666,4
971,799.3333333333334,4
972,2255.983333333333,4
973,52.333333333333336,4
974,143.25,4
975,322.6166666666667,4
976,247.5,4
977,2477.6666666666665,4
978,33.81666666666667,4
979,272.45,4
980,1832.5,4
981,78.21666666666667,4
982,384.75,4
983,1088.5,4
984,349.25,4
985,418.5,4
986,8.766666666666667,4
987,418.8,4
988,85.58333333333333,4
989,127.83333333333333,4
990,24.5,4
991,9.883333333333333,4
992,398.5,4
993,199.0,4
994,191.25,4
995,553.8166666666667,4
996,1279.25,4
997,202.5,4
998,149.75,4
999,717.5,4
1000,176.81666666666666,4
1001,770.8666666666667,4
1002,940.9166666666666,4
1003,5735.983333333334,4
1004,31.833333333333332,4
1005,180.6,4
1006,561.25,4
1007,121.75,4
1008,27.666666666666668,4
1009,274.75,4
1010,14.333333333333334,4
1011,4967.983333333334,4
1012,124.95,4
1013,893.0,4
1014,1832.0,4
1015,102.2,4
1016,32.11666666666667,4
1017,153.0,4
1018,4343.983333333334,4
1019,320.1666666666667,4
1020,1278.4833333333333,4
1021,1399.6833333333334,4
1022,199.33333333333334,4
1023,126.0,3
1024,6.733333333333333,3
1025,2245.7833333333333,3
1026,2575.1666666666665,3
1027,1665.25,3
1028,1870.5,3
1029,2429.0,3
1030,3659.6,3
1031,918.35,3
1032,2766.05,3
1033,366.5,3
1034,319.5,3
1035,1041.25,3
1036,30.583333333333332,3
1037,7781.633333333333,3
1038,35.28333333333333,3
1039,28.716666666666665,3
1040,727.7333333333333,3
1041,3075.1666666666665,3
1042,4802.0,3
1043,217.0,3
1044,105.15,3
1045,11.983333333333333,3
1046,222.45,3
1047,455.75,3
1048,1517.0833333333333,3
1049,223.8,3
1050,150.41666666666666,3
1051,488.25,3
1052,727.85,3
1053,3503.983333333333,3
1054,485.1166666666667,3
1055,4689.066666666667,3
1056,297.1666666666667,3
1057,271.0,3
1058,727.1,3
1059,150.33333333333334,3
1060,3311.6,3
1061,1514.1666666666667,3
1062,801.8333333333334,3
1063,1444.1166666666666,3
1064,486.73333333333335,3
1065,83.9,3
1066,156.65,3
1067,8977.816666666668,3
1068,77.93333333333334,3
1069,1141.25,3
1070,35.166666666666664,3
1071,1709.6333333333334,3
1072,3058.983333333333,3
1073,558.25,3
1074,3297.5,3
1075,253.86666666666667,3
1076,96.35,3
1077,364.5,3
1078,1163.3333333333333,3
1079,1661.5,3
1080,920.0666666666667,3
1081,888.0,3
1082,438.6166666666667,3
1083,241.41666666666666,3
1084,847.7666666666667,3
1085,249.05,3
1086,6503.2,3
1087,29.05,3
1088,4823.983333333334,3
1089,248.5,3
1090,10919.983333333334,3
1091,702.3833333333333,3
1092,563.4333333333333,3
1093,164.38333333333333,3
1094,365.75,3
1095,299.76666666666665,3
1096,167.61666666666667,3
1097,1806.2333333333333,3
1098,203.31666666666666,3
1099,245.23333333333332,3
1100,774.0,3
1101,83.61666666666666,3
1102,124.51666666666667,3
1103,438.06666666666666,3
1104,557.5,3
1105,169.5,3
1106,777.25,3
1107,1343.1666666666667,3
1108,460.1666666666667,3
1109,170.0,3
1110,28.5,3
1111,28.366666666666667,3
1112,6606.0,3
1113,79.01666666666667,3
1114,1058.0333333333333,3
1115,271.3333333333333,3
1116,775.0,3
1117,10.8,3
1118,457.0,3
1119,2719.25,3
1120,8.366666666666667,3
1121,1161.8333333333333,3
1122,602.95,3
1123,298.26666666666665,3
1124,80.05,3
1125,635.6166666666667,3
1126,1160.3666666666666,3
1127,7809.25,3
1128,1327.9333333333334,3
1129,2553.65,3
1130,296.6666666666667,3
1131,23.666666666666668,3
1132,270.5,3
1133,325.78333333333336,3
1134,994.1666666666666,3
1135,133.36666666666667,3
1136,461.0833333333333,3
1137,35.86666666666667,3
1138,393.3,3
1139,4518.866666666667,3
1140,462.3333333333333,3
1141,167.11666666666667,3
1142,413.0,3
1143,214.58333333333334,3
1144,30.483333333333334,3
1145,1885.2,3
1146,2382.45,3
1147,217.4,3
1148,176.16666666666666,3
1149,1083.95,3
1150,887.5,3
1151,2814.6666666666665,3
1152,5.183333333333334,3
1153,433.81666666666666,3
1154,750.2833333333333,3
1155,105.9,3
1156,1712.9166666666667,3
1157,1257.5666666666666,3
1158,632.6166666666667,3
1159,241.88333333333333,3
1160,4813.0,3
1161,49151.98333333333,3
1162,414.0,3
1163,1520.25,3
1164,59.0,3
1165,681.0,3
1166,173.23333333333332,3
1167,6.133333333333334,3
1168,594.45,3
1169,674.1166666666667,3
1170,1157.0166666666667,3
1171,6706.5,3
1172,151.5,3
1173,632.1666666666666,3
1174,674.3666666666667,3
1175,389.93333333333334,3
1176,1510.0,3
1177,266.25,3
1178,203.65,3
1179,5264.166666666667,3
1180,621.0,3
1181,2193.75,3
1182,2648.616666666667,3
1183,152.4,3
1184,290.18333333333334,3
1185,697.8333333333334,3
1186,654.4666666666667,3
1187,660.0,3
1188,173.5,3
1189,681.75,3
1190,994.4,3
1191,52.9,3
1192,622.0,3
1193,896.5666666666667,3
1194,271.76666666666665,3
1195,4055.983333333333,3
1196,6.816666666666666,3
1197,244.43333333333334,3
1198,173.91666666666666,3
1199,173.08333333333334,3
1200,632.8166666666667,3
1201,2145.8333333333335,3
1202,11.683333333333334,3
1203,773.15,3
1204,195.66666666666666,3
1205,8717.25,3
1206,1508.0,3
1207,921.1666666666666,3
1208,794.0,3
1209,287.3833333333333,3
1210,2150.5833333333335,3
1211,829.4333333333333,3
1212,271.2,3
1213,10.166666666666666,3
1214,511.01666666666665,3
1215,631.6666666666666,3
1216,174.58333333333334,3
1217,2951.2,3
1218,148.66666666666666,3
1219,650.0,3
1220,268.95,3
1221,630.4166666666666,3
1222,2974.266666666667,3
1223,250.0,3
1224,194.91666666666666,3
1225,517.1333333333333,3
1226,23.333333333333332,3
1227,683.5,3
1228,178.96666666666667,3
1229,201.48333333333332,3
1230,224.28333333333333,3
1231,3.2,3
1232,604.1,3
1233,367.6166666666667,3
1234,1999.0,3
1235,59.25,3
1236,437.96666666666664,3
1237,2432.85,3
1238,726.8166666666667,3
1239,4904.5,3
1240,418.0,3
1241,679.15,3
1242,632.6666666666666,3
1243,7232.0,3
1244,147.45,3
1245,52.56666666666667,3
1246,75.88333333333334,3
1247,464.85,3
1248,7878.5,3
1249,201.73333333333332,3
1250,1679.25,3
1251,1374.5,3
1252,195.16666666666666,3
1253,94.5,3
1254,1278.8166666666666,3
1255,1997.0,3
1256,488.68333333333334,3
1257,105.58333333333333,3
1258,1279.3166666666666,3
1259,36.733333333333334,3
1260,6.533333333333333,3
1261,10.383333333333333,3
1262,7896.5,3
1263,104.85,3
1264,7.016666666666667,3
1265,694.5833333333334,3
1266,677.5,3
1267,815.6166666666667,3
1268,366.1333333333333,3
1269,126.76666666666667,3
1270,624.0,3
1271,197.28333333333333,3
1272,2999.983333333333,3
1273,316.18333333333334,3
1274,630.7666666666667,3
1275,270.76666666666665,3
1276,4039.766666666667,3
1277,771.0666666666667,3
1278,26.833333333333332,3
1279,245.68333333333334,3
1280,918.4166666666666,3
1281,797.75,3
1282,125.81666666666666,3
1283,987.25,3
1284,20213.5,3
1285,1692.7166666666667,3
1286,1181.8333333333333,3
1287,369.4166666666667,3
1288,250.75,3
1289,797.25,3
1290,14696.833333333334,3
1291,26.1,3
1292,1203.8833333333334,3
1293,191.0,3
1294,1112.8666666666666,3
1295,227.0,3
1296,154.06666666666666,3
1297,84.78333333333333,3
1298,4045.483333333333,3
1299,78.93333333333334,3
1300,154.6,3
1301,196.66666666666666,3
1302,874.25,3
1303,406.6333333333333,3
1304,702.55,3
1305,18869.416666666668,3
1306,3058.0,3
1307,953.0,3
1308,631.1333333333333,3
1309,3058.25,3
1310,251.91666666666666,3
1311,798.75,3
1312,2384.25,3
1313,5.283333333333333,3
1314,370.9,3
1315,174.55,3
1316,56.18333333333333,3
1317,420.0,3
1318,634.6666666666666,3
1319,86.0,3
1320,275.35,3
1321,458.2,3
1322,824.3333333333334,3
1323,728.95,3
1324,622.5,3
1325,265.5,3
1326,7.55,3
