,index,primary_diagnosis_code
14652,28401,1
14653,S72391K,1
14654,G8383,1
14655,L03124,1
14656,L0293,1
14657,2822,1
14658,2792,1
14659,L02431,1
14660,T43501A,1
14661,27950,1
14662,2799,1
14663,L02432,1
14664,G902,1
14665,L02433,1
14666,T43295A,1
14667,T43294A,1
14668,T43225A,1
14669,G9009,1
14670,L02619,1
14671,L0292,1
14672,T43223A,1
14673,T426X3A,1
14674,T424X6A,1
14675,G8254,1
14676,T407X2A,1
14677,T40694A,1
14678,T40691A,1
14679,G7119,1
14680,28741,1
14681,T40604A,1
14682,G7089,1
14683,T403X2A,1
14684,G7080,1
14685,T401X4D,1
14686,T3991XA,1
14687,G6282,1
14688,L2083,1
14689,L2084,1
14690,G6189,1
14691,28851,1
14692,2871,1
14693,L119,1
14694,T423X5A,1
14695,T407X5A,1
14696,T423X4A,1
14697,T423X2A,1
14698,L03126,1
14699,G8221,1
14700,L042,1
14701,G8190,1
14702,G8110,1
14703,T413X1A,1
14704,T41295A,1
14705,G8101,1
14706,G802,1
14707,L0882,1
14708,T40992A,1
14709,L1089,1
14710,G722,1
14711,T43505A,1
14712,L02426,1
14713,L02425,1
14714,H01005,1
14715,2718,1
14716,H00033,1
14717,H00032,1
14718,H00014,1
14719,2723,1
14720,T463X5A,1
14721,G980,1
14722,T461X5A,1
14723,T461X4A,1
14724,T460X5A,1
14725,T460X4A,1
14726,T458X5A,1
14727,T45525A,1
14728,T45522A,1
14729,T45521A,1
14730,H00035,1
14731,T467X1A,1
14732,T45516A,1
14733,2704,1
14734,2598,1
14735,T48295A,1
14736,H02842,1
14737,T481X4A,1
14738,H02422,1
14739,2650,1
14740,T473X5A,1
14741,T472X1A,1
14742,H02112,1
14743,T471X6A,1
14744,2690,1
14745,T471X2A,1
14746,T471X1A,1
14747,2702,1
14748,2703,1
14749,K835,1
14750,G9764,1
14751,T43593A,1
14752,T441X5A,1
14753,T440X1A,1
14754,T4392XA,1
14755,T438X5A,1
14756,T438X4A,1
14757,K9183,1
14758,G933,1
14759,K9400,1
14760,L0102,1
14761,G913,1
14762,T43641A,1
14763,27781,1
14764,27786,1
14765,L02221,1
14766,T43612A,1
14767,T43611A,1
14768,K9089,1
14769,K87,1
14770,G9762,1
14771,T443X4A,1
14772,T454X1A,1
14773,T451X6A,1
14774,G9731,1
14775,K8531,1
14776,T451X5D,1
14777,T450X5A,1
14778,T44995A,1
14779,K8532,1
14780,T44991A,1
14781,T44901A,1
14782,T448X1A,1
14783,T446X4A,1
14784,T446X1A,1
14785,T444X5A,1
14786,T444X1A,1
14787,L2089,1
14788,T39314A,1
14789,T83719A,1
14790,29646,1
14791,T23252A,1
14792,T23161A,1
14793,L404,1
14794,T23031A,1
14795,T23022A,1
14796,T22352A,1
14797,T22212A,1
14798,L432,1
14799,28863,1
14800,T2134XA,1
14801,T2131XD,1
14802,T2126XA,1
14803,T2125XA,1
14804,L438,1
14805,L439,1
14806,G4485,1
14807,T23261A,1
14808,T23321A,1
14809,T23331A,1
14810,T24021D,1
14811,T24391A,1
14812,T24322A,1
14813,29593,1
14814,T24311A,1
14815,29595,1
14816,T24291D,1
14817,T24232A,1
14818,L303,1
14819,T24212D,1
14820,29610,1
14821,T24212A,1
14822,T24211D,1
14823,G460,1
14824,T24031A,1
14825,L403,1
14826,G4484,1
14827,T2121XA,1
14828,T2105XA,1
14829,G44091,1
14830,T180XXA,1
14831,G44059,1
14832,G44041,1
14833,G44031,1
14834,G44029,1
14835,G44019,1
14836,L605,1
14837,L659,1
14838,G43C1,1
14839,30022,1
14840,G43B1,1
14841,L7211,1
14842,3006,1
14843,3007,1
14844,G43831,1
14845,T18118A,1
14846,G44099,1
14847,T20311A,1
14848,29981,1
14849,T2029XA,1
14850,L506,1
14851,T2026XA,1
14852,T2024XA,1
14853,T2012XA,1
14854,T2010XA,1
14855,2973,1
14856,G44329,1
14857,G44321,1
14858,L530,1
14859,2981,1
14860,L559,1
14861,T191XXA,1
14862,L602,1
14863,T185XXD,1
14864,29585,1
14865,T24422D,1
14866,G4709,1
14867,G5710,1
14868,G5681,1
14869,G5642,1
14870,G5620,1
14871,T378X1A,1
14872,T375X5A,1
14873,G5611,1
14874,L247,1
14875,L2489,1
14876,T374X1A,1
14877,T373X2A,1
14878,T373X1A,1
14879,G5600,1
14880,T370X1A,1
14881,G549,1
14882,T367X5A,1
14883,G5683,1
14884,T381X5A,1
14885,T363X1A,1
14886,G5713,1
14887,28864,1
14888,L210,1
14889,L218,1
14890,G602,1
14891,G5793,1
14892,G5783,1
14893,T39091A,1
14894,28951,1
14895,28953,1
14896,T39015A,1
14897,G5773,1
14898,T38891A,1
14899,G5771,1
14900,G5761,1
14901,G5722,1
14902,T364X5A,1
14903,G542,1
14904,T24622A,1
14905,T270XXA,1
14906,G4759,1
14907,T25322A,1
14908,T25321A,1
14909,T25292A,1
14910,T25232A,1
14911,29535,1
14912,T25231D,1
14913,T25231A,1
14914,L280,1
14915,29563,1
14916,T25122A,1
14917,L281,1
14918,T25012A,1
14919,T25011A,1
14920,G4711,1
14921,29523,1
14922,T33521A,1
14923,G541,1
14924,T33821A,1
14925,G528,1
14926,29285,1
14927,T360X5D,1
14928,G522,1
14929,T360X2A,1
14930,G519,1
14931,G5131,1
14932,29382,1
14933,T34832A,1
14934,29384,1
14935,G509,1
14936,T33832A,1
14937,T33822D,1
14938,G508,1
14939,29503,1
14940,2593,1
14941,H0289,1
14942,25803,1
14943,T81597A,1
14944,H43811,1
14945,T8189XS,1
14946,H43393,1
14947,H43392,1
14948,2212,1
14949,H4053X4,1
14950,2228,1
14951,H4053X3,1
14952,25802,1
14953,T81596A,1
14954,22381,1
14955,T81595A,1
14956,2243,1
14957,T81590S,1
14958,H4052X4,1
14959,T81501A,1
14960,T82121A,1
14961,T82128A,1
14962,H44113,1
14963,K753,1
14964,H4720,1
14965,H4713,1
14966,2142,1
14967,T82331A,1
14968,T82321A,1
14969,K7211,1
14970,H47091,1
14971,T82319A,1
14972,K751,1
14973,T82311A,1
14974,H4602,1
14975,H4601,1
14976,2161,1
14977,2163,1
14978,2164,1
14979,T814XXS,1
14980,H4052X3,1
14981,H4052X2,1
14982,H40059,1
14983,2305,1
14984,H3563,1
14985,2308,1
14986,H3562,1
14987,H3560,1
14988,H35363,1
14989,H35341,1
14990,H353222,1
14991,2328,1
14992,T80211D,1
14993,T800XXA,1
14994,23331,1
14995,T79A3XA,1
14996,23339,1
14997,H35141,1
14998,H3589,1
14999,2302,1
15000,H4052X0,1
15001,2301,1
15002,H4051X3,1
15003,H4051X0,1
15004,T8110XA,1
15005,H4041X3,1
15006,2275,1
15007,H4031X0,1
15008,H40212,1
15009,H4011X3,1
15010,H4011X0,1
15011,T80911A,1
15012,T80910A,1
15013,H401190,1
15014,H401130,1
15015,H4010X0,1
15016,T8062XA,1
15017,H4903,1
15018,K7111,1
15019,H49883,1
15020,20922,1
15021,20924,1
15022,H5704,1
15023,20926,1
15024,20927,1
15025,K6131,1
15026,T8329XA,1
15027,K622,1
15028,H5412,1
15029,T8323XA,1
15030,20935,1
15031,H53453,1
15032,T83190A,1
15033,20950,1
15034,20952,1
15035,20955,1
15036,H57051,1
15037,T83490A,1
15038,T83113A,1
15039,K594,1
15040,H6042,1
15041,H60391,1
15042,20601,1
15043,20610,1
15044,H60322,1
15045,H60311,1
15046,20781,1
15047,20782,1
15048,T8362XA,1
15049,H6023,1
15050,H6020,1
15051,H6010,1
15052,T8351XS,1
15053,H5989,1
15054,H59021,1
15055,20956,1
15056,H53419,1
15057,H50011,1
15058,T827XXS,1
15059,T82599A,1
15060,H527,1
15061,H5213,1
15062,H519,1
15063,T82531A,1
15064,2119,1
15065,H5121,1
15066,T82520A,1
15067,T82519A,1
15068,H5043,1
15069,H5032,1
15070,T8249XD,1
15071,H50312,1
15072,H5015,1
15073,T82391A,1
15074,T826XXD,1
15075,K669,1
15076,H53413,1
15077,2108,1
15078,H53412,1
15079,20966,1
15080,T83110A,1
15081,H53411,1
15082,H5330,1
15083,K634,1
15084,H5319,1
15085,H5316,1
15086,T82858S,1
15087,2101,1
15088,H5315,1
15089,2103,1
15090,H53149,1
15091,2106,1
15092,H53141,1
15093,H35069,1
15094,T79A22D,1
15095,T79A21S,1
15096,H1133,1
15097,H1089,1
15098,T565X1A,1
15099,T560X1A,1
15100,T551X1A,1
15101,T542X1A,1
15102,T541X2A,1
15103,T5291XA,1
15104,H1031,1
15105,T528X2A,1
15106,H1030,1
15107,T524X3A,1
15108,H10022,1
15109,H0530,1
15110,T511X1A,1
15111,H05123,1
15112,H1130,1
15113,T573X1A,1
15114,H05121,1
15115,T578X1A,1
15116,H16071,1
15117,24951,1
15118,H16032,1
15119,24970,1
15120,24971,1
15121,H16013,1
15122,T6091XA,1
15123,H16012,1
15124,H15101,1
15125,T59892A,1
15126,H15092,1
15127,H15052,1
15128,T594X1A,1
15129,H15042,1
15130,H15002,1
15131,H05122,1
15132,T50996A,1
15133,H16073,1
15134,H04323,1
15135,T501X2A,1
15136,K82A1,1
15137,H04302,1
15138,K82A2,1
15139,T4995XA,1
15140,T496X1A,1
15141,T493X1A,1
15142,H0419,1
15143,T490X2A,1
15144,T490X1A,1
15145,T486X4A,1
15146,H04012,1
15147,T485X2A,1
15148,H04002,1
15149,2568,1
15150,T501X4A,1
15151,2534,1
15152,H05112,1
15153,H04551,1
15154,H05019,1
15155,H05013,1
15156,T50902D,1
15157,2510,1
15158,H0500,1
15159,T505X2A,1
15160,T504X5A,1
15161,2519,1
15162,T504X2A,1
15163,T504X1A,1
15164,25202,1
15165,T503X2A,1
15166,T502X4A,1
15167,2528,1
15168,2531,1
15169,24940,1
15170,H16142,1
15171,H35062,1
15172,T7805XD,1
15173,T7631XA,1
15174,H338,1
15175,H3342,1
15176,H33312,1
15177,H3323,1
15178,H33052,1
15179,H33051,1
15180,T754XXD,1
15181,T7509XA,1
15182,H33031,1
15183,T7492XA,1
15184,H33012,1
15185,H33003,1
15186,2389,1
15187,T7402XA,1
15188,H3401,1
15189,H3413,1
15190,H30892,1
15191,K8037,1
15192,H35033,1
15193,H35032,1
15194,H35023,1
15195,T798XXS,1
15196,K8019,1
15197,T796XXS,1
15198,2360,1
15199,2361,1
15200,H348312,1
15201,2364,1
15202,H34811,1
15203,T790XXA,1
15204,H34233,1
15205,K8036,1
15206,T783XXD,1
15207,H31003,1
15208,H30891,1
15209,T6294XA,1
15210,243,1
15211,T650X1S,1
15212,T650X1A,1
15213,H189,1
15214,H18892,1
15215,H18602,1
15216,H18221,1
15217,2453,1
15218,2454,1
15219,H1711,1
15220,H168,1
15221,T63444A,1
15222,H16292,1
15223,H16212,1
15224,H16203,1
15225,T63001A,1
15226,T65221A,1
15227,T656X1A,1
15228,H26102,1
15229,T65811A,1
15230,T71194A,1
15231,H2513,1
15232,H2511,1
15233,T704XXA,1
15234,2399,1
15235,T699XXA,1
15236,H21561,1
15237,H2102,1
15238,T68XXXD,1
15239,H2013,1
15240,H20041,1
15241,T66XXXS,1
15242,24221,1
15243,T6594XA,1
15244,H20012,1
15245,45374,1
15246,S63014D,1
15247,M25662,1
15248,N641,1
15249,S0185XD,1
15250,A078,1
15251,7353,1
15252,S0182XA,1
15253,N6324,1
15254,A050,1
15255,73600,1
15256,73609,1
15257,S01452A,1
15258,73629,1
15259,73630,1
15260,N7002,1
15261,S01532A,1
15262,N7003,1
15263,S01531A,1
15264,S01502A,1
15265,N6091,1
15266,73398,1
15267,S0191XD,1
15268,S020XXB,1
15269,S022XXD,1
15270,S0219XS,1
15271,S0219XD,1
15272,A1832,1
15273,S0211GA,1
15274,A170,1
15275,A157,1
15276,S02119D,1
15277,S02118A,1
15278,N5234,1
15279,N6002,1
15280,73391,1
15281,N6082,1
15282,S02102B,1
15283,S020XXD,1
15284,S01501D,1
15285,S01451A,1
15286,A5489,1
15287,74351,1
15288,99951,1
15289,S0083XD,1
15290,N733,1
15291,S0080XA,1
15292,S00561A,1
15293,74251,1
15294,S00541A,1
15295,99941,1
15296,S01421A,1
15297,N761,1
15298,S00521A,1
15299,74447,1
15300,74484,1
15301,N7689,1
15302,N802,1
15303,S00461A,1
15304,N732,1
15305,S0086XA,1
15306,99980,1
15307,7392,1
15308,7369,1
15309,A030,1
15310,S01352A,1
15311,N7013,1
15312,S0120XA,1
15313,S01151D,1
15314,S01119A,1
15315,S0102XA,1
15316,N7092,1
15317,S0100XD,1
15318,7382,1
15319,A0100,1
15320,99988,1
15321,99984,1
15322,7390,1
15323,S0230XA,1
15324,A191,1
15325,A259,1
15326,S0264XA,1
15327,A522,1
15328,A5219,1
15329,A5211,1
15330,A5210,1
15331,S0267XA,1
15332,A5007,1
15333,S02652B,1
15334,A491,1
15335,S0230XB,1
15336,A4901,1
15337,A4851,1
15338,A439,1
15339,A431,1
15340,S02641B,1
15341,N430,1
15342,S02622A,1
15343,S028XXB,1
15344,A528,1
15345,S0291XD,1
15346,A529,1
15347,S0430XA,1
15348,S0342XA,1
15349,A5486,1
15350,A546,1
15351,72810,1
15352,72812,1
15353,S030XXA,1
15354,72819,1
15355,A5449,1
15356,S0302XA,1
15357,7286,1
15358,S0301XA,1
15359,A5422,1
15360,A5402,1
15361,S0300XA,1
15362,A421,1
15363,73009,1
15364,N4342,1
15365,A3791,1
15366,A3790,1
15367,A3701,1
15368,S0240EB,1
15369,S0240DB,1
15370,A3700,1
15371,A35,1
15372,A319,1
15373,73302,1
15374,73303,1
15375,73310,1
15376,S0240CB,1
15377,N5203,1
15378,A311,1
15379,S02402B,1
15380,A267,1
15381,7313,1
15382,73097,1
15383,N4403,1
15384,73095,1
15385,N476,1
15386,S02620A,1
15387,N478,1
15388,S02609K,1
15389,N486,1
15390,73020,1
15391,N491,1
15392,S02602B,1
15393,N500,1
15394,S02601A,1
15395,N5201,1
15396,S0242XB,1
15397,A394,1
15398,A390,1
15399,73035,1
15400,74519,1
15401,S00432A,1
15402,S00431A,1
15403,9945,1
15404,R449,1
15405,O10411,1
15406,O10413,1
15407,O1042,1
15408,R438,1
15409,9946,1
15410,R41844,1
15411,O10919,1
15412,O080,1
15413,O111,1
15414,75435,1
15415,75443,1
15416,75450,1
15417,R414,1
15418,75460,1
15419,R412,1
15420,R450,1
15421,O1023,1
15422,O10213,1
15423,9954,1
15424,75242,1
15425,75246,1
15426,O081,1
15427,O0889,1
15428,O09219,1
15429,O09292,1
15430,99583,1
15431,R488,1
15432,O09512,1
15433,O09519,1
15434,R480,1
15435,99566,1
15436,O09623,1
15437,O0993,1
15438,75320,1
15439,75462,1
15440,O1202,1
15441,9923,1
15442,75566,1
15443,9893,1
15444,75610,1
15445,R3911,1
15446,O1405,1
15447,75613,1
15448,75614,1
15449,75616,1
15450,75617,1
15451,9853,1
15452,9851,1
15453,O159,1
15454,75655,1
15455,75656,1
15456,9803,1
15457,O2221,1
15458,R3919,1
15459,R39198,1
15460,O1204,1
15461,O1402,1
15462,R403,1
15463,75489,1
15464,75502,1
15465,75512,1
15466,990,1
15467,O1224,1
15468,75534,1
15469,75535,1
15470,O131,1
15471,98984,1
15472,75550,1
15473,75552,1
15474,75555,1
15475,75560,1
15476,75562,1
15477,75239,1
15478,75233,1
15479,N8310,1
15480,R87613,1
15481,N891,1
15482,N899,1
15483,R928,1
15484,99700,1
15485,R900,1
15486,99693,1
15487,R892,1
15488,N930,1
15489,7520,1
15490,R85613,1
15491,R855,1
15492,R8299,1
15493,N943,1
15494,R828,1
15495,R8279,1
15496,N949,1
15497,74711,1
15498,N882,1
15499,N880,1
15500,N871,1
15501,N83519,1
15502,S00261A,1
15503,S00212A,1
15504,S00211A,1
15505,S0010XA,1
15506,S0000XA,1
15507,R978,1
15508,N836,1
15509,R9720,1
15510,R948,1
15511,99800,1
15512,9980,1
15513,R946,1
15514,N856,1
15515,R942,1
15516,7479,1
15517,R827,1
15518,99680,1
15519,O019,1
15520,75023,1
15521,75027,1
15522,99653,1
15523,R6819,1
15524,O0334,1
15525,O0382,1
15526,O0384,1
15527,O0388,1
15528,O045,1
15529,R635,1
15530,R631,1
15531,R6250,1
15532,75160,1
15533,R532,1
15534,O070,1
15535,75019,1
15536,O011,1
15537,N9912,1
15538,O0081,1
15539,N99512,1
15540,R822,1
15541,99670,1
15542,R7982,1
15543,N9983,1
15544,74901,1
15545,O0001,1
15546,O0011,1
15547,74910,1
15548,74911,1
15549,R75,1
15550,74913,1
15551,R749,1
15552,O0021,1
15553,R69,1
15554,S04891A,1
15555,S04892A,1
15556,O2222,1
15557,S13140A,1
15558,C008,1
15559,71199,1
15560,71236,1
15561,71291,1
15562,71294,1
15563,M9702XD,1
15564,7135,1
15565,7141,1
15566,S12631A,1
15567,B9735,1
15568,S13121A,1
15569,M9711XD,1
15570,7144,1
15571,S129XXD,1
15572,B965,1
15573,S12691A,1
15574,71193,1
15575,71192,1
15576,M96811,1
15577,C024,1
15578,C041,1
15579,M959,1
15580,S14102A,1
15581,C039,1
15582,M964,1
15583,7105,1
15584,S139XXD,1
15585,M9665,1
15586,71100,1
15587,S134XXD,1
15588,S13180A,1
15589,S13171A,1
15590,S13160A,1
15591,S13151A,1
15592,S13141A,1
15593,71512,1
15594,B954,1
15595,S0501XA,1
15596,71649,1
15597,71606,1
15598,S12112K,1
15599,S12111K,1
15600,71613,1
15601,S12111G,1
15602,B479,1
15603,71636,1
15604,B463,1
15605,S12590A,1
15606,71651,1
15607,71652,1
15608,71656,1
15609,B461,1
15610,B460,1
15611,B459,1
15612,71667,1
15613,S12120K,1
15614,S1214XD,1
15615,71594,1
15616,B5889,1
15617,S12530D,1
15618,B948,1
15619,B888,1
15620,71530,1
15621,B871,1
15622,S12490A,1
15623,M9731XA,1
15624,B830,1
15625,B75,1
15626,S12331A,1
15627,S12330A,1
15628,B6799,1
15629,B678,1
15630,S12190K,1
15631,B589,1
15632,S14105A,1
15633,S14106A,1
15634,S14122A,1
15635,S21001A,1
15636,M89442,1
15637,E10359,1
15638,M89771,1
15639,M8978,1
15640,S21102A,1
15641,S21101A,1
15642,S21012A,1
15643,S20222S,1
15644,M953,1
15645,M898X6,1
15646,M90552,1
15647,S20212D,1
15648,6964,1
15649,6981,1
15650,6982,1
15651,M9251,1
15652,M8938,1
15653,S21131A,1
15654,6949,1
15655,6948,1
15656,S22012A,1
15657,S22010A,1
15658,S22009D,1
15659,69271,1
15660,69272,1
15661,M89133,1
15662,S22008A,1
15663,M89156,1
15664,S21312A,1
15665,S21219A,1
15666,6940,1
15667,6941,1
15668,S21139A,1
15669,S21132A,1
15670,69460,1
15671,S20211D,1
15672,M9261,1
15673,C113,1
15674,S15292A,1
15675,S15091A,1
15676,M94262,1
15677,S142XXA,1
15678,S14159D,1
15679,S14156A,1
15680,S14155S,1
15681,S14155A,1
15682,S14152A,1
15683,70723,1
15684,S14151A,1
15685,S14144A,1
15686,M948X8,1
15687,7083,1
15688,C059,1
15689,7091,1
15690,S15211A,1
15691,M93271,1
15692,M9262,1
15693,S169XXA,1
15694,C100,1
15695,70219,1
15696,M93012,1
15697,7030,1
15698,C098,1
15699,70441,1
15700,S1989XA,1
15701,S1985XA,1
15702,70589,1
15703,7061,1
15704,S1983XA,1
15705,C089,1
15706,C081,1
15707,M931,1
15708,S170XXA,1
15709,B458,1
15710,71683,1
15711,71684,1
15712,S065X1D,1
15713,S065X8A,1
15714,S065X5S,1
15715,S065X5A,1
15716,72270,1
15717,B070,1
15718,N262,1
15719,S065X2A,1
15720,N2882,1
15721,S069X6A,1
15722,S06380A,1
15723,S06376A,1
15724,S06370D,1
15725,S06363A,1
15726,B0223,1
15727,S06360D,1
15728,N343,1
15729,B0802,1
15730,72232,1
15731,S066X0S,1
15732,S066X1D,1
15733,71988,1
15734,71997,1
15735,71998,1
15736,S069X5D,1
15737,S069X4A,1
15738,S069X3A,1
15739,S069X2A,1
15740,N209,1
15741,N218,1
15742,N219,1
15743,7216,1
15744,S06890D,1
15745,S06890A,1
15746,S066X4A,1
15747,B081,1
15748,S06357A,1
15749,S06356A,1
15750,B012,1
15751,S061X0A,1
15752,A7481,1
15753,S060X9D,1
15754,N3643,1
15755,S060X0S,1
15756,N365,1
15757,A601,1
15758,S0551XA,1
15759,N3942,1
15760,A6002,1
15761,72742,1
15762,72750,1
15763,S0512XD,1
15764,S0510XA,1
15765,S0502XA,1
15766,A5903,1
15767,72690,1
15768,A770,1
15769,S06349D,1
15770,A7740,1
15771,S06339D,1
15772,S06331A,1
15773,B0051,1
15774,N35119,1
15775,N35812,1
15776,S06300D,1
15777,N35912,1
15778,N35919,1
15779,N3641,1
15780,S062X6A,1
15781,S062X2A,1
15782,S062X1D,1
15783,A8109,1
15784,S061X9A,1
15785,A78,1
15786,71986,1
15787,N182,1
15788,71685,1
15789,B375,1
15790,S1195XA,1
15791,71811,1
15792,71815,1
15793,71817,1
15794,71818,1
15795,N018,1
15796,S1193XA,1
15797,S1189XA,1
15798,71962,1
15799,B3742,1
15800,71841,1
15801,S1184XA,1
15802,N022,1
15803,71844,1
15804,N027,1
15805,S1180XA,1
15806,71802,1
15807,S12000D,1
15808,B381,1
15809,B391,1
15810,M9908,1
15811,M9909,1
15812,71688,1
15813,B4489,1
15814,S12041A,1
15815,M9963,1
15816,S12030K,1
15817,B4081,1
15818,B407,1
15819,7170,1
15820,S1201XS,1
15821,M9973,1
15822,N005,1
15823,71741,1
15824,71742,1
15825,N031,1
15826,71855,1
15827,S1121XA,1
15828,S0993XS,1
15829,N13721,1
15830,S0990XS,1
15831,N13722,1
15832,S0912XA,1
15833,71944,1
15834,S08111A,1
15835,S080XXA,1
15836,S078XXA,1
15837,N13729,1
15838,S069X9S,1
15839,71951,1
15840,71952,1
15841,S069X9D,1
15842,N158,1
15843,71959,1
15844,B269,1
15845,71922,1
15846,N032,1
15847,S100XXA,1
15848,71876,1
15849,S11029A,1
15850,B354,1
15851,71884,1
15852,N045,1
15853,S11021D,1
15854,B343,1
15855,S11021A,1
15856,B3321,1
15857,B300,1
15858,71904,1
15859,S1091XA,1
15860,S1090XA,1
15861,71909,1
15862,N118,1
15863,R3121,1
15864,9768,1
15865,6920,1
15866,80662,1
15867,P913,1
15868,88029,1
15869,80608,1
15870,O45003,1
15871,8799,1
15872,80626,1
15873,P832,1
15874,P831,1
15875,8073,1
15876,P818,1
15877,O4590,1
15878,P781,1
15879,8790,1
15880,P779,1
15881,P769,1
15882,O46093,1
15883,8055,1
15884,P914,1
15885,P922,1
15886,P923,1
15887,80376,1
15888,80385,1
15889,80420,1
15890,O43232,1
15891,80425,1
15892,O43893,1
15893,80431,1
15894,80476,1
15895,80485,1
15896,O4393,1
15897,O4410,1
15898,P969,1
15899,P9683,1
15900,O4411,1
15901,O4420,1
15902,8785,1
15903,8074,1
15904,7994,1
15905,P379,1
15906,81219,1
15907,P399,1
15908,81230,1
15909,O6013X2,1
15910,O6023X1,1
15911,O624,1
15912,O640XX2,1
15913,O641XX0,1
15914,8784,1
15915,O649XX0,1
15916,P368,1
15917,87329,1
15918,81254,1
15919,81259,1
15920,O654,1
15921,P3619,1
15922,87360,1
15923,P523,1
15924,P524,1
15925,P528,1
15926,P744,1
15927,P742,1
15928,P728,1
15929,O468X1,1
15930,P616,1
15931,P615,1
15932,P612,1
15933,O4691,1
15934,8742,1
15935,81010,1
15936,87411,1
15937,P550,1
15938,87402,1
15939,8739,1
15940,87372,1
15941,80371,1
15942,80359,1
15943,80341,1
15944,Q172,1
15945,Q183,1
15946,9039,1
15947,Q175,1
15948,90301,1
15949,80110,1
15950,90253,1
15951,90241,1
15952,90222,1
15953,80332,1
15954,80123,1
15955,Q112,1
15956,Q105,1
15957,80129,1
15958,90221,1
15959,9020,1
15960,80132,1
15961,Q188,1
15962,80086,1
15963,9040,1
15964,80042,1
15965,79959,1
15966,Q218,1
15967,9068,1
15968,Q208,1
15969,9067,1
15970,9064,1
15971,80002,1
15972,9053,1
15973,80012,1
15974,Q202,1
15975,9050,1
15976,90454,1
15977,90441,1
15978,80032,1
15979,80036,1
15980,9019,1
15981,90182,1
15982,80142,1
15983,80232,1
15984,8941,1
15985,O42011,1
15986,Q019,1
15987,O43029,1
15988,8902,1
15989,80300,1
15990,O43112,1
15991,80302,1
15992,80311,1
15993,O43122,1
15994,O43129,1
15995,8851,1
15996,80325,1
15997,O43223,1
15998,80330,1
15999,Q040,1
16000,80231,1
16001,80145,1
16002,Q042,1
16003,80150,1
16004,80151,1
16005,80152,1
16006,80176,1
16007,80180,1
16008,Q0702,1
16009,Q062,1
16010,90003,1
16011,8970,1
16012,Q056,1
16013,Q054,1
16014,Q049,1
16015,8962,1
16016,8951,1
16017,Q043,1
16018,P358,1
16019,8728,1
16020,P2981,1
16021,O8822,1
16022,83300,1
16023,83303,1
16024,O8681,1
16025,85240,1
16026,85236,1
16027,85231,1
16028,O878,1
16029,O99332,1
16030,P012,1
16031,O99331,1
16032,83651,1
16033,O88811,1
16034,85203,1
16035,83800,1
16036,83801,1
16037,O88812,1
16038,85303,1
16039,O8622,1
16040,83201,1
16041,83109,1
16042,86320,1
16043,8631,1
16044,8630,1
16045,8628,1
16046,86232,1
16047,O9A13,1
16048,86131,1
16049,O745,1
16050,O748,1
16051,82533,1
16052,85415,1
16053,O99519,1
16054,O755,1
16055,85405,1
16056,O8619,1
16057,83804,1
16058,83805,1
16059,83809,1
16060,8419,1
16061,84202,1
16062,O9229,1
16063,84213,1
16064,8430,1
16065,O99111,1
16066,84840,1
16067,O98119,1
16068,O9812,1
16069,8443,1
16070,8473,1
16071,O9843,1
16072,O9822,1
16073,84501,1
16074,84502,1
16075,O98411,1
16076,8504,1
16077,85121,1
16078,O8882,1
16079,O9913,1
16080,83902,1
16081,85196,1
16082,85191,1
16083,83906,1
16084,83907,1
16085,85190,1
16086,85183,1
16087,83921,1
16088,83961,1
16089,O901,1
16090,85176,1
16091,O99280,1
16092,O9102,1
16093,O91111,1
16094,O99212,1
16095,86321,1
16096,8241,1
16097,P2930,1
16098,P199,1
16099,86812,1
16100,O6981X2,1
16101,O6982X1,1
16102,81411,1
16103,P239,1
16104,86801,1
16105,P228,1
16106,8679,1
16107,P025,1
16108,81509,1
16109,P140,1
16110,81511,1
16111,8676,1
16112,8674,1
16113,8671,1
16114,81600,1
16115,O6981X1,1
16116,86819,1
16117,81392,1
16118,8690,1
16119,87279,1
16120,81314,1
16121,87269,1
16122,O662,1
16123,P290,1
16124,8717,1
16125,8716,1
16126,P283,1
16127,8715,1
16128,8714,1
16129,P278,1
16130,O663,1
16131,P252,1
16132,O691XX1,1
16133,81382,1
16134,P130,1
16135,O699XX0,1
16136,81603,1
16137,P0718,1
16138,P0717,1
16139,P0716,1
16140,P0715,1
16141,P0703,1
16142,86349,1
16143,O7181,1
16144,P0518,1
16145,P0510,1
16146,P049,1
16147,82342,1
16148,P0441,1
16149,P040,1
16150,P0389,1
16151,82390,1
16152,P030,1
16153,86351,1
16154,82139,1
16155,86603,1
16156,86352,1
16157,P113,1
16158,86510,1
16159,P09,1
16160,O704,1
16161,O7103,1
16162,O711,1
16163,86415,1
16164,86412,1
16165,82032,1
16166,86402,1
16167,86399,1
16168,86391,1
16169,P0731,1
16170,P0725,1
16171,P0722,1
16172,79951,1
16173,9073,1
16174,75689,1
16175,9565,1
16176,Q899,1
16177,9586,1
16178,77984,1
16179,Q891,1
16180,9580,1
16181,9579,1
16182,9569,1
16183,Q872,1
16184,O335XX0,1
16185,9552,1
16186,9551,1
16187,95219,1
16188,78050,1
16189,95210,1
16190,O333XX0,1
16191,Q822,1
16192,Q909,1
16193,Q913,1
16194,Q9381,1
16195,7791,1
16196,7759,1
16197,7760,1
16198,95914,1
16199,7764,1
16200,7765,1
16201,O3123X0,1
16202,77750,1
16203,77751,1
16204,77753,1
