,index,primary_diagnosis_code
8800,S42492A,5
8801,M4850XA,5
8802,55300,5
8803,55000,5
8804,D282,5
8805,5371,5
8806,M50020,5
8807,S61250A,5
8808,S61252A,5
8809,S52572B,5
8810,D3612,5
8811,D373,5
8812,D376,5
8813,S61412A,5
8814,S61432A,5
8815,53141,5
8816,S52602A,5
8817,S52571B,5
8818,58289,5
8819,S46912A,5
8820,M6289,5
8821,S43102A,5
8822,C9140,5
8823,5765,5
8824,5759,5
8825,S46012A,5
8826,C92Z1,5
8827,D171,5
8828,S5001XA,5
8829,D0339,5
8830,D0501,5
8831,5644,5
8832,D1431,5
8833,S52502D,5
8834,M779,5
8835,M79632,5
8836,B021,5
8837,S36114A,5
8838,C001,5
8839,C020,5
8840,S140XXA,5
8841,S2002XA,5
8842,7010,5
8843,700,5
8844,6988,5
8845,M9112,5
8846,S22000A,5
8847,M87352,5
8848,S22058A,5
8849,6809,5
8850,67803,5
8851,67801,5
8852,C254,5
8853,B9561,5
8854,71538,5
8855,S12121A,5
8856,71887,5
8857,B181,5
8858,S0993XA,5
8859,71911,5
8860,N058,5
8861,S1093XA,5
8862,B340,5
8863,N008,5
8864,71686,5
8865,71783,5
8866,B390,5
8867,7173,5
8868,S12030A,5
8869,S12031A,5
8870,S12040A,5
8871,67424,5
8872,M8669,5
8873,S2239XA,5
8874,C510,5
8875,S32111A,5
8876,C496,5
8877,C498,5
8878,65311,5
8879,S32414A,5
8880,S32422A,5
8881,64921,5
8882,M8468XA,5
8883,M84422A,5
8884,M84421A,5
8885,M84361A,5
8886,64613,5
8887,64391,5
8888,M80851A,5
8889,S3210XD,5
8890,S32048A,5
8891,C323,5
8892,C4372,5
8893,M86641,5
8894,C3400,5
8895,S2243XD,5
8896,66961,5
8897,66881,5
8898,66614,5
8899,S27322A,5
8900,65623,5
8901,C44222,5
8902,S3022XA,5
8903,C44519,5
8904,65883,5
8905,S31819A,5
8906,65663,5
8907,S42253A,5
8908,84510,5
8909,I82502,5
8910,J0301,5
8911,J9588,5
8912,T85691A,5
8913,T85731A,5
8914,1709,5
8915,V252,5
8916,05829,5
8917,I6020,5
8918,T85840A,5
8919,I6022,5
8920,2190,5
8921,Z4782,5
8922,2136,5
8923,1455,5
8924,Z472,5
8925,V8909,5
8926,1430,5
8927,H65191,5
8928,T8623,5
8929,I679,5
8930,T8369XA,5
8931,K7151,5
8932,H4920,5
8933,H8301,5
8934,J0191,5
8935,20193,5
8936,H543,5
8937,J954,5
8938,2152,5
8939,T85193A,5
8940,K740,5
8941,K51318,5
8942,20201,5
8943,V3300,5
8944,H4900,5
8945,I5082,5
8946,05313,5
8947,1483,5
8948,I97621,5
8949,T85612A,5
8950,1643,5
8951,T82338A,5
8952,20600,5
8953,H60392,5
8954,I7381,5
8955,I63439,5
8956,K117,5
8957,H5347,5
8958,17349,5
8959,20278,5
8960,V071,5
8961,I83022,5
8962,Z3403,5
8963,T8741,5
8964,I63433,5
8965,I63549,5
8966,T82868D,5
8967,I2101,5
8968,I83018,5
8969,I82C19,5
8970,1737,5
8971,1104,5
8972,K262,5
8973,T83111A,5
8974,I63543,5
8975,I82439,5
8976,1729,5
8977,I6622,5
8978,Z046,5
8979,Z0472,5
8980,K629,5
8981,I8510,5
8982,I058,5
8983,T86841,5
8984,Z45018,5
8985,I25728,5
8986,K50019,5
8987,I82429,5
8988,1841,5
8989,Z412,5
8990,K421,5
8991,T83721A,5
8992,V1251,5
8993,K4040,5
8994,0783,5
8995,T83193A,5
8996,I69319,5
8997,T8572XA,5
8998,H47011,5
8999,1598,5
9000,J358,5
9001,T84126A,5
9002,0318,5
9003,J352,5
9004,K5281,5
9005,H8103,5
9006,I6990,5
9007,V555,5
9008,20041,5
9009,00842,5
9010,H8102,5
9011,T84398A,5
9012,20901,5
9013,K51819,5
9014,H7012,5
9015,20151,5
9016,I459,5
9017,2165,5
9018,20018,5
9019,T84228A,5
9020,00862,5
9021,T8351XD,5
9022,01190,5
9023,T8202XA,5
9024,I370,5
9025,01120,5
9026,I339,5
9027,I372,5
9028,20917,5
9029,I69328,5
9030,T8454XD,5
9031,J1081,5
9032,0400,5
9033,Z7901,5
9034,0048,5
9035,0049,5
9036,Z7982,5
9037,H8123,5
9038,20068,5
9039,V4365,5
9040,K51814,5
9041,C92A0,4
9042,M488X2,4
9043,S52202A,4
9044,J410,4
9045,S52201A,4
9046,D060,4
9047,M5032,4
9048,64224,4
9049,S3289XA,4
9050,M60862,4
9051,D332,4
9052,M79A22,4
9053,5719,4
9054,M79674,4
9055,J698,4
9056,64223,4
9057,D0007,4
9058,53781,4
9059,5734,4
9060,M6088,4
9061,K088,4
9062,M79A21,4
9063,I25708,4
9064,K229,4
9065,S32810D,4
9066,S3282XD,4
9067,S52301A,4
9068,D071,4
9069,D1724,4
9070,17361,4
9071,M810,4
9072,S36030A,4
9073,M5105,4
9074,D242,4
9075,5518,4
9076,D2122,4
9077,D2121,4
9078,D201,4
9079,5539,4
9080,S52614A,4
9081,S60222A,4
9082,C6902,4
9083,D1723,4
9084,S52272B,4
9085,S329XXA,4
9086,C6922,4
9087,C9250,4
9088,D1622,4
9089,S52501D,4
9090,D1432,4
9091,17362,4
9092,M8008XD,4
9093,5645,4
9094,S36119A,4
9095,S52301B,4
9096,S334XXA,4
9097,M50321,4
9098,S52514A,4
9099,C9112,4
9100,5760,4
9101,V4983,4
9102,6266,4
9103,C7A00,4
9104,S3733XA,4
9105,C8350,4
9106,C7970,4
9107,6011,4
9108,C8358,4
9109,1613,4
9110,C8370,4
9111,J84111,4
9112,C8373,4
9113,D3500,4
9114,C8378,4
9115,C8443,4
9116,M65872,4
9117,6255,4
9118,J9571,4
9119,C8299,4
9120,C8219,4
9121,S41112A,4
9122,S42025A,4
9123,S42111A,4
9124,J9500,4
9125,M7051,4
9126,C8218,4
9127,6227,4
9128,C8298,4
9129,6228,4
9130,J9561,4
9131,S42201K,4
9132,I310,4
9133,S42202K,4
9134,C7B03,4
9135,M7521,4
9136,5964,4
9137,5764,4
9138,S42391A,4
9139,M76891,4
9140,I25811,4
9141,5832,4
9142,M7910,4
9143,S36893A,4
9144,V1582,4
9145,S43101A,4
9146,C761,4
9147,6192,4
9148,5792,4
9149,6398,4
9150,C91Z0,4
9151,1599,4
9152,S43432A,4
9153,I25729,4
9154,M7662,4
9155,S3710XA,4
9156,5846,4
9157,S42414A,4
9158,59581,4
9159,M65861,4
9160,59382,4
9161,C7901,4
9162,C8529,4
9163,C8580,4
9164,C8592,4
9165,S42491A,4
9166,59011,4
9167,C860,4
9168,S3719XA,4
9169,1722,4
9170,63410,4
9171,5853,4
9172,S61052A,4
9173,2191,4
9174,M4854XS,4
9175,43853,4
9176,T85190A,4
9177,E269,4
9178,S80822A,4
9179,1951,4
9180,E282,4
9181,S81021A,4
9182,S81802D,4
9183,S82045A,4
9184,S82122A,4
9185,S82141B,4
9186,42652,4
9187,S82152A,4
9188,T84625A,4
9189,S82201D,4
9190,S82245A,4
9191,S82251B,4
9192,S82252B,4
9193,412,4
9194,T8451XD,4
9195,1929,4
9196,S79121A,4
9197,M2141,4
9198,S76812A,4
9199,T8579XD,4
9200,S72391A,4
9201,E1042,4
9202,M25521,4
9203,S72425A,4
9204,H9201,4
9205,T85631A,4
9206,4489,4
9207,S72453A,4
9208,S72455A,4
9209,M25361,4
9210,T85621A,4
9211,S73101A,4
9212,4419,4
9213,S76112D,4
9214,E13649,4
9215,M24661,4
9216,S76312A,4
9217,S76811A,4
9218,19881,4
9219,41040,4
9220,M25851,4
9221,F10959,4
9222,M1389,4
9223,20033,4
9224,38100,4
9225,38023,4
9226,F11259,4
9227,F1190,4
9228,F11921,4
9229,38000,4
9230,S82875A,4
9231,F12259,4
9232,F12288,4
9233,F1290,4
9234,F12959,4
9235,M13811,4
9236,37855,4
9237,37853,4
9238,H6993,4
9239,F14150,4
9240,37652,4
9241,F11121,4
9242,38301,4
9243,T84428A,4
9244,F10920,4
9245,K523,4
9246,M21162,4
9247,41010,4
9248,M21061,4
9249,40412,4
9250,T84318A,4
9251,E89810,4
9252,S82451A,4
9253,S82492A,4
9254,3918,4
9255,3899,4
9256,S82841D,4
9257,M19032,4
9258,M19019,4
9259,S82845A,4
9260,S82851D,4
9261,M162,4
9262,T84298A,4
9263,F1029,4
9264,4539,4
9265,H9313,4
9266,M4852XA,4
9267,S62620B,4
9268,T86892,4
9269,I152,4
9270,51634,4
9271,M4156,4
9272,S32591D,4
9273,M4146,4
9274,5131,4
9275,D592,4
9276,D595,4
9277,5088,4
9278,I150,4
9279,K380,4
9280,D6101,4
9281,K4001,4
9282,M41126,4
9283,501,4
9284,M4104,4
9285,S66822A,4
9286,M40209,4
9287,D550,4
9288,5206,4
9289,M4012,4
9290,D487,4
9291,53430,4
9292,D372,4
9293,K263,4
9294,D375,4
9295,T884XXA,4
9296,D379,4
9297,M4803,4
9298,D3A019,4
9299,D3A020,4
9300,D421,4
9301,S62002A,4
9302,M4696,4
9303,5278,4
9304,5249,4
9305,52463,4
9306,D4702,4
9307,52310,4
9308,M4623,4
9309,D484,4
9310,M4014,4
9311,I088,4
9312,4541,4
9313,S72101A,4
9314,S72111D,4
9315,S72121A,4
9316,T8586XA,4
9317,46420,4
9318,E032,4
9319,K51219,4
9320,S7221XK,4
9321,S7222XK,4
9322,T85868A,4
9323,M264,4
9324,45933,4
9325,E0521,4
9326,45930,4
9327,E061,4
9328,S72301D,4
9329,S72301K,4
9330,E069,4
9331,E0952,4
9332,E099,4
9333,S72102D,4
9334,M314,4
9335,K4190,4
9336,S72052A,4
9337,S6721XA,4
9338,1834,4
9339,M3392,4
9340,M3321,4
9341,D72819,4
9342,D72820,4
9343,D72828,4
9344,K51213,4
9345,S71132A,4
9346,S71141A,4
9347,D7389,4
9348,D748,4
9349,K51218,4
9350,M320,4
9351,47832,4
9352,S72034A,4
9353,D801,4
9354,T86838,4
9355,S72051A,4
9356,C632,4
9357,66574,4
9358,C6212,4
9359,0661,4
9360,78071,4
9361,Q791,4
9362,O331,4
9363,Q8502,4
9364,9529,4
9365,O330,4
9366,78033,4
9367,Q851,4
9368,Z4801,4
9369,9584,4
9370,78092,4
9371,9588,4
9372,O322XX2,4
9373,R092,4
9374,7761,4
9375,77581,4
9376,R10814,4
9377,7732,4
9378,9600,4
9379,I70298,4
9380,Q780,4
9381,78099,4
9382,O0387,4
9383,Q423,4
9384,9219,4
9385,Q353,4
9386,Z5321,4
9387,92321,4
9388,05410,4
9389,78842,4
9390,05412,4
9391,Q394,4
9392,O364XX1,4
9393,78721,4
9394,Q763,4
9395,I69120,4
9396,Q625,4
9397,9390,4
9398,Q6410,4
9399,Z48288,4
9400,7848,4
9401,78262,4
9402,7817,4
9403,I719,4
9404,O30042,4
9405,R1112,4
9406,R1311,4
9407,Z392,4
9408,O208,4
9409,R3129,4
9410,9830,4
9411,9831,4
9412,75654,4
9413,R330,4
9414,O1492,4
9415,9870,4
9416,O132,4
9417,9921,4
9418,I729,4
9419,75432,4
9420,R4181,4
9421,I82211,4
9422,O1022,4
9423,75323,4
9424,R4689,4
9425,75315,4
9426,07983,4
9427,99594,4
9428,75673,4
9429,9766,4
9430,9757,4
9431,07059,4
9432,0700,4
9433,R1902,4
9434,I75023,4
9435,O26612,4
9436,O26611,4
9437,7707,4
9438,Z4509,4
9439,R198,4
9440,9685,4
9441,96900,4
9442,7700,4
9443,R2231,4
9444,I669,4
9445,O24912,4
9446,O2432,4
9447,96973,4
9448,O2403,4
9449,O23593,4
9450,I6621,4
9451,Q300,4
9452,78963,4
9453,78964,4
9454,81610,4
9455,86120,4
9456,86132,4
9457,P0449,4
9458,O717,4
9459,82131,4
9460,P0736,4
9461,01126,4
9462,81613,4
9463,Z9115,4
9464,P120,4
9465,P2911,4
9466,8672,4
9467,81514,4
9468,01196,4
9469,81512,4
9470,81408,4
9471,81393,4
9472,I69991,4
9473,P251,4
9474,P282,4
9475,I70229,4
9476,82529,4
9477,O99713,4
9478,I70232,4
9479,O9872,4
9480,85012,4
9481,85142,4
9482,O909,4
9483,8403,4
9484,O99281,4
9485,83908,4
9486,I70321,4
9487,I70249,4
9488,O88213,4
9489,Z96641,4
9490,O99335,4
9491,83501,4
9492,83412,4
9493,85246,4
9494,83401,4
9495,83202,4
9496,83103,4
9497,I70411,4
9498,8719,4
9499,01500,4
9500,79001,4
9501,Q238,4
9502,9031,4
9503,O411290,4
9504,9033,4
9505,90442,4
9506,80022,4
9507,80006,4
9508,80000,4
9509,79929,4
9510,9101,4
9511,7949,4
9512,P391,4
9513,0521,4
9514,79409,4
9515,79399,4
9516,7934,4
9517,Q2545,4
9518,05310,4
9519,9155,4
9520,9164,4
9521,7903,4
9522,80140,4
9523,80227,4
9524,Q038,4
9525,O4200,4
9526,81231,4
9527,87353,4
9528,87359,4
9529,P541,4
9530,81102,4
9531,P598,4
9532,O6000,4
9533,I69854,4
9534,8771,4
9535,0341,4
9536,0362,4
9537,8796,4
9538,P9160,4
9539,P925,4
9540,88112,4
9541,Q010,4
9542,8861,4
9543,O42019,4
9544,8930,4
9545,Z382,4
9546,7506,4
9547,64842,4
9548,I50810,4
9549,M93022,4
9550,S199XXA,4
9551,7028,4
9552,C108,4
9553,1482,4
9554,M8958,4
9555,C165,4
9556,V6759,4
9557,S22040A,4
9558,M87351,4
9559,M954,4
9560,I97790,4
9561,6803,4
9562,S22082A,4
9563,6801,4
9564,V655,4
9565,M868X2,4
9566,67414,4
9567,C318,4
9568,S2232XD,4
9569,7081,4
9570,I9752,4
9571,O0339,4
9572,M979XXA,4
9573,B393,4
9574,V7285,4
9575,71693,4
9576,71687,4
9577,I6030,4
9578,B457,4
9579,S12091A,4
9580,71663,4
9581,S12110D,4
9582,B49,4
9583,71108,4
9584,71598,4
9585,71593,4
9586,S12191A,4
9587,S12690A,4
9588,S128XXA,4
9589,B9620,4
9590,B998,4
9591,I97418,4
9592,M96662,4
9593,V638,4
9594,V6285,4
9595,C322,4
9596,C50012,4
9597,S3131XA,4
9598,V5831,4
9599,M8558,4
9600,S32012A,4
9601,V5721,4
9602,65643,4
9603,M8508,4
9604,65471,4
9605,V562,4
9606,65263,4
9607,M86642,4
9608,S32401D,4
9609,S32415A,4
9610,64944,4
9611,S32432A,4
9612,S32435A,4
9613,C548,4
9614,M84459A,4
9615,S32491A,4
9616,C579,4
9617,65983,4
9618,66091,4
9619,C44319,4
9620,S30811A,4
9621,V604,4
9622,S2241XD,4
9623,J112,4
9624,67321,4
9625,67183,4
9626,67153,4
9627,67111,4
9628,67034,4
9629,M86271,4
9630,67004,4
9631,C4001,4
9632,66923,4
9633,I4902,4
9634,66712,4
9635,S2691XA,4
9636,F14959,4
9637,C4371,4
9638,S27301A,4
9639,66511,4
9640,71740,4
9641,71743,4
9642,71825,4
9643,N6481,4
9644,1103,4
9645,N766,4
9646,11281,4
9647,99949,4
9648,I63322,4
9649,74103,4
9650,N711,4
9651,A039,4
9652,A044,4
9653,A082,4
9654,I8311,4
9655,N528,4
9656,S0219XB,4
9657,A199,4
9658,A281,4
9659,7327,4
9660,S0242XA,4
9661,S02600A,4
9662,S02611A,4
9663,N4289,4
9664,N8301,4
9665,N8311,4
9666,09953,4
9667,99791,4
9668,O0337,4
9669,7504,4
9670,99651,4
9671,R6889,4
9672,74921,4
9673,R7611,4
9674,0913,4
9675,R799,4
9676,N99532,4
9677,N99531,4
9678,0971,4
9679,N99110,4
9680,74783,4
9681,74741,4
9682,N898,4
9683,R933,4
9684,R937,4
9685,N883,4
9686,99771,4
9687,72999,4
9688,S02642A,4
9689,B356,4
9690,B1910,4
9691,I63011,4
9692,B020,4
9693,13100,4
9694,N3281,4
9695,I83893,4
9696,Z08,4
9697,S066X6A,4
9698,S06891A,4
9699,N189,4
9700,B199,4
9701,N411,4
9702,S0990XD,4
9703,71903,4
9704,71902,4
9705,B309,4
9706,Z0441,4
9707,B3324,4
9708,B338,4
9709,N052,4
9710,71888,4
9711,S06301A,4
9712,1177,4
9713,Z112,4
9714,72611,4
9715,I8312,4
9716,A5143,4
9717,A5149,4
9718,S0269XA,4
9719,A539,4
9720,72884,4
9721,72879,4
9722,72769,4
9723,A5901,4
9724,72762,4
9725,A6000,4
9726,I63112,4
9727,72691,4
9728,A749,4
9729,72673,4
9730,72669,4
9731,N3642,4
9732,N361,4
9733,A878,4
9734,S83005A,4
9735,V1588,4
9736,T17918A,4
9737,H60312,4
9738,S92511A,4
9739,31535,4
9740,316,4
9741,G2402,4
9742,G238,4
9743,L97812,4
9744,T83711A,4
9745,20511,4
9746,3300,4
9747,G0491,4
9748,G008,4
9749,M00022,4
9750,33383,4
9751,S92312A,4
9752,F9829,4
9753,S92311A,4
9754,F930,4
9755,F901,4
9756,F88,4
9757,S92512A,4
9758,3100,4
9759,3010,4
9760,L97321,4
9761,3019,4
9762,G43419,4
9763,G40A11,4
9764,L89320,4
9765,T1490,4
9766,L89513,4
9767,G40821,4
9768,T83518D,4
9769,T07XXXA,4
9770,K588,4
9771,30540,4
9772,30570,4
9773,L930,4
9774,3062,4
9775,L950,4
9776,G3189,4
9777,L97222,4
9778,H6022,4
9779,3091,4
9780,F842,4
9781,T84068A,4
9782,33822,4
9783,F69,4
9784,M06812,4
9785,3531,4
9786,20205,4
9787,3535,4
9788,H6593,4
9789,3544,4
9790,K5649,4
9791,3551,4
9792,M0829,4
9793,S86812A,4
9794,F3111,4
9795,M10031,4
9796,M10042,4
9797,35782,4
9798,S86012A,4
9799,35981,4
9800,M11241,4
9801,T84125A,4
9802,36189,4
9803,S9031XA,4
9804,20211,4
9805,20212,4
9806,34409,4
9807,F6810,4
9808,M00262,4
9809,33922,4
9810,M00272,4
9811,33944,4
9812,F6089,4
9813,34280,4
9814,S92061A,4
9815,3449,4
9816,H65192,4
9817,M00872,4
9818,F4541,4
9819,S92001D,4
9820,20215,4
9821,M02362,4
9822,S91302A,4
9823,S91002A,4
9824,S90822A,4
9825,30113,4
9826,T83410A,4
9827,36218,4
9828,T508X5A,4
9829,2540,4
9830,T484X2A,4
9831,T484X1A,4
9832,2720,4
9833,H00031,4
9834,G9763,4
9835,H4923,4
9836,K8502,4
9837,K9182,4
9838,K9281,4
9839,2774,4
9840,2110,4
9841,H53129,4
9842,L02219,4
9843,T43624A,4
9844,G90511,4
9845,T433X2A,4
9846,2813,4
9847,G8922,4
9848,T501X1A,4
9849,K822,4
9850,G44001,4
9851,H0589,4
9852,T81598A,4
9853,T81590A,4
9854,H44002,4
9855,2303,4
9856,2335,4
9857,T798XXA,4
9858,H4611,4
9859,H33002,4
9860,T733XXA,4
9861,T71193A,4
9862,H2512,4
9863,T69022A,4
9864,T673XXA,4
9865,T63461A,4
9866,2459,4
9867,K744,4
9868,25031,4
9869,H1033,4
9870,K717,4
9871,28244,4
9872,28263,4
9873,2828,4
9874,G8321,4
9875,L22,4
9876,G5731,4
9877,G5701,4
9878,T380X5A,4
9879,T375X1A,4
9880,2909,4
9881,G527,4
9882,G521,4
9883,T25222A,4
9884,29573,4
9885,29582,4
9886,20933,4
9887,29665,4
9888,G4441,4
9889,20932,4
9890,G44221,4
9891,G44219,4
9892,H5500,4
9893,T17928A,4
9894,G589,4
9895,G603,4
9896,2890,4
9897,28730,4
9898,T426X4A,4
9899,2104,4
9900,L041,4
9901,G8193,4
9902,T82898D,4
9903,G8111,4
9904,20971,4
9905,L080,4
9906,T40605A,4
9907,2888,4
9908,28739,4
9909,T402X5A,4
9910,L131,4
9911,L139,4
9912,H53461,4
9913,T39392A,4
9914,G619,4
9915,T39315A,4
9916,36211,4
9917,I70293,4
9918,T84127A,4
9919,S83281A,4
9920,36281,4
9921,37006,4
9922,3699,4
9923,37003,4
9924,M12572,4
9925,36900,4
9926,F19150,4
9927,36235,4
9928,F16959,4
9929,36840,4
9930,F19151,4
9931,20080,4
9932,36970,4
9933,F15129,4
9934,36815,4
9935,37300,4
9936,G546,3
9937,N039,3
9938,N017,3
9939,71875,3
9940,N051,3
9941,S1190XA,3
9942,Z0283,3
9943,B3322,3
9944,V9999,3
9945,7176,3
9946,71865,3
9947,20078,3
9948,L249,3
9949,B376,3
9950,G5603,3
9951,71832,3
9952,S82302D,3
9953,T375X2A,3
9954,G5612,3
9955,S06369D,3
9956,72290,3
9957,G5712,3
9958,G5711,3
9959,29010,3
9960,S06890S,3
9961,T381X2A,3
9962,S069X0S,3
9963,N19,3
9964,F11229,3
9965,I8392,3
9966,29012,3
9967,T381X1A,3
9968,71958,3
9969,B250,3
9970,71948,3
9971,L233,3
9972,L234,3
9973,S1083XA,3
9974,G529,3
9975,T378X5A,3
9976,3804,3
9977,G523,3
9978,1451,3
9979,C048,3
9980,B9789,3
9981,B999,3
9982,G4750,3
9983,71196,3
9984,V716,3
9985,T25221A,3
9986,G47411,3
9987,S13161A,3
9988,I97611,3
9989,S14103A,3
9990,7094,3
9991,F11188,3
9992,G4731,3
9993,S143XXA,3
9994,70702,3
9995,L298,3
9996,C091,3
9997,1480,3
9998,7015,3
9999,29603,3
10000,M93002,3
10001,M9252,3
10002,71296,3
10003,71297,3
10004,71432,3
10005,S13120A,3
10006,I888,3
10007,B0224,3
10008,71690,3
10009,T360X5A,3
10010,G518,3
10011,H540,3
10012,T33822A,3
10013,B519,3
10014,29500,3
10015,L26,3
10016,29522,3
10017,B600,3
10018,S12290A,3
10019,71533,3
10020,S12491A,3
10021,S12591A,3
10022,I6001,3
10023,29542,3
10024,B961,3
10025,G4752,3
10026,S129XXA,3
10027,N342,3
10028,M13871,3
10029,B0222,3
10030,1145,3
10031,S0210XA,3
10032,A088,3
10033,S02113A,3
10034,73321,3
10035,T407X4A,3
10036,N5231,3
10037,S02401B,3
10038,73312,3
10039,73300,3
10040,7329,3
10041,28733,3
10042,L109,3
10043,G7111,3
10044,S82874A,3
10045,I83019,3
10046,S02609B,3
10047,73019,3
10048,L121,3
10049,N4839,3
10050,N4829,3
10051,I63219,3
10052,T40602A,3
10053,73392,3
10054,A0811,3
10055,73013,3
10056,S01151A,3
10057,S00532A,3
10058,I83008,3
10059,L0592,3
10060,74190,3
10061,3798,3
10062,I63321,3
10063,S0090XA,3
10064,2864,3
10065,N710,3
10066,7383,3
10067,A028,3
10068,I63239,3
10069,S01312A,3
10070,I83012,3
10071,1142,3
10072,T83112A,3
10073,S01552A,3
10074,S0180XA,3
10075,A051,3
10076,A064,3
10077,7351,3
10078,N6092,3
10079,S02612A,3
10080,I83029,3
10081,C138,3
10082,G5782,3
10083,72704,3
10084,72703,3
10085,Z1159,3
10086,H7011,3
10087,G587,3
10088,G5791,3
10089,I83222,3
10090,72619,3
10091,I83223,3
10092,N362,3
10093,G5781,3
10094,T39311A,3
10095,T39011A,3
10096,A9232,3
10097,A938,3
10098,N35814,3
10099,T383X6A,3
10100,B0052,3
10101,S06320A,3
10102,B007,3
10103,B010,3
10104,B0189,3
10105,A689,3
10106,S0541XA,3
10107,N432,3
10108,7294,3
10109,N431,3
10110,S02621A,3
10111,S02641A,3
10112,2879,3
10113,37123,3
10114,11595,3
10115,20942,3
10116,S02642B,3
10117,S02651A,3
10118,M13861,3
10119,20076,3
10120,I83213,3
10121,S0280XA,3
10122,A5271,3
10123,A530,3
10124,37100,3
10125,S0303XA,3
10126,7279,3
10127,38011,3
10128,A549,3
10129,N39490,3
10130,38022,3
10131,C131,3
10132,6962,3
10133,6983,3
10134,30460,3
10135,64814,3
10136,30430,3
10137,S32599A,3
10138,30431,3
10139,S32601A,3
10140,30440,3
10141,V5412,3
10142,J45990,3
10143,M84374A,3
10144,L89310,3
10145,20913,3
10146,S32511D,3
10147,M1468,3
10148,S339XXA,3
10149,64614,3
10150,30461,3
10151,V5351,3
10152,G40A01,3
10153,V524,3
10154,C6901,3
10155,20024,3
10156,J678,3
10157,C6211,3
10158,S32501D,3
10159,T17420A,3
10160,64884,3
10161,S32412A,3
10162,H5713,3
10163,M84533A,3
10164,S32425A,3
10165,38332,3
10166,M84512A,3
10167,M84511A,3
10168,G43411,3
10169,I4439,3
10170,64913,3
10171,M84463A,3
10172,64834,3
10173,J381,3
10174,64872,3
10175,S32471A,3
10176,64862,3
10177,64853,3
10178,L89210,3
10179,C5702,3
10180,C577,3
10181,T17298A,3
10182,C602,3
10183,L89322,3
10184,S36115A,3
10185,L89329,3
10186,M7582,3
10187,63771,3
10188,V502,3
10189,63572,3
10190,S82852D,3
10191,L89622,3
10192,M7661,3
10193,63472,3
10194,30541,3
10195,K5781,3
10196,L89899,3
10197,S3720XA,3
10198,64263,3
10199,M7551,3
10200,1605,3
10201,1608,3
10202,C7960,3
10203,M75100,3
10204,M172,3
10205,M728,3
10206,J8481,3
10207,30591,3
10208,J853,3
10209,S36898A,3
10210,I362,3
10211,38531,3
10212,T07,3
10213,64252,3
10214,64232,3
10215,M150,3
10216,G40823,3
10217,M799,3
10218,64221,3
10219,I378,3
10220,64213,3
10221,S36498A,3
10222,64181,3
10223,C7401,3
10224,C7402,3
10225,C7490,3
10226,L89523,3
10227,M79606,3
10228,64001,3
10229,L89613,3
10230,C762,3
10231,M7918,3
10232,S3681XA,3
10233,C7651,3
10234,G43701,3
10235,T17490A,3
10236,1502,3
10237,S2341XA,3
10238,2980,3
10239,K620,3
10240,K6139,3
10241,L574,3
10242,M8660,3
10243,M8648,3
10244,K55011,3
10245,1528,3
10246,M86452,3
10247,M86451,3
10248,67123,3
10249,L518,3
10250,H5589,3
10251,20140,3
10252,G44039,3
10253,V600,3
10254,30012,3
10255,C4002,3
10256,M8619,3
10257,66921,3
10258,S2509XA,3
10259,30015,3
10260,F10988,3
10261,2978,3
10262,65271,3
10263,I97791,3
10264,C148,3
10265,T40994A,3
10266,6953,3
10267,69515,3
10268,S22009A,3
10269,G452,3
10270,I97710,3
10271,S22061A,3
10272,M87188,3
10273,S22070A,3
10274,M87161,3
10275,G4451,3
10276,C223,3
10277,6808,3
10278,S22081D,3
10279,38200,3
10280,J0111,3
10281,J0180,3
10282,67513,3
10283,M8700,3
10284,67451,3
10285,67432,3
10286,30016,3
10287,M86112,3
10288,30019,3
10289,M84651A,3
10290,V568,3
10291,65613,3
10292,S32041A,3
10293,65513,3
10294,S83105A,3
10295,M85052,3
10296,K599,3
10297,J330,3
10298,S32050A,3
10299,M84659A,3
10300,J339,3
10301,C4361,3
10302,J343,3
10303,T83511D,3
10304,V558,3
10305,C49A0,3
10306,C49A1,3
10307,C49A5,3
10308,C49A9,3
10309,65333,3
10310,65331,3
10311,J3502,3
10312,T17820A,3
10313,L7631,3
10314,C44729,3
10315,T17898A,3
10316,C4362,3
10317,G43D1,3
10318,J1529,3
10319,38302,3
10320,V5874,3
10321,37487,3
10322,S2769XA,3
10323,66451,3
10324,V5871,3
10325,S300XXD,3
10326,T17910A,3
10327,S31104A,3
10328,T83420A,3
10329,S31109A,3
10330,S31119A,3
10331,65991,3
10332,V5861,3
10333,L723,3
10334,65953,3
10335,V5843,3
10336,65831,3
10337,74441,3
10338,99882,3
10339,9991,3
10340,80109,3
10341,80234,3
10342,H1811,3
10343,Q059,3
10344,90089,3
10345,80141,3
10346,20061,3
10347,Q0703,3
10348,90223,3
10349,80116,3
10350,80112,3
10351,K745,3
10352,80238,3
10353,Q181,3
10354,80031,3
10355,H6983,3
10356,T82318A,3
10357,80010,3
10358,9054,3
10359,24960,3
10360,9063,3
10361,79989,3
10362,Z7409,3
10363,80236,3
10364,Q031,3
10365,79922,3
10366,O4432,3
10367,8075,3
10368,P768,3
10369,O458X2,3
10370,P808,3
10371,8797,3
10372,Z8673,3
10373,80609,3
10374,80603,3
10375,T691XXA,3
10376,Z85038,3
10377,P95,3
10378,T63481A,3
10379,T82222A,3
10380,24210,3
10381,I69352,3
10382,O4400,3
10383,80500,3
10384,Z7689,3
10385,24281,3
